,Statistic,Year,State,UNIT,VALUE
1372,Gross Value Added at Basic Prices,2018,State,Euro Million,2619.7
1373,Gross Value Added at Basic Prices,2019,State,Euro Million,2854.2
1374,Gross Value Added at Basic Prices,2020,State,Euro Million,3228.4
1375,Gross Value Added at Basic Prices,2021,State,Euro Million,3900.6
1376,Fixed Capital Consumption,1990,State,Euro Million,431.9
1377,Fixed Capital Consumption,1991,State,Euro Million,444.9
1378,Fixed Capital Consumption,1992,State,Euro Million,450.2
1379,Fixed Capital Consumption,1993,State,Euro Million,457.4
1380,Fixed Capital Consumption,1994,State,Euro Million,471.5
1381,Fixed Capital Consumption,1995,State,Euro Million,496.4
1382,Fixed Capital Consumption,1996,State,Euro Million,517.3
1383,Fixed Capital Consumption,1997,State,Euro Million,532.2
1384,Fixed Capital Consumption,1998,State,Euro Million,546.6
1385,Fixed Capital Consumption,1999,State,Euro Million,566.5
1386,Fixed Capital Consumption,2000,State,Euro Million,589.6
1387,Fixed Capital Consumption,2001,State,Euro Million,617.8
1388,Fixed Capital Consumption,2002,State,Euro Million,636.1
1389,Fixed Capital Consumption,2003,State,Euro Million,639.8
1390,Fixed Capital Consumption,2004,State,Euro Million,651.9
1391,Fixed Capital Consumption,2005,State,Euro Million,647.6
1392,Fixed Capital Consumption,2006,State,Euro Million,668.0
1393,Fixed Capital Consumption,2007,State,Euro Million,704.0
1394,Fixed Capital Consumption,2008,State,Euro Million,769.4
1395,Fixed Capital Consumption,2009,State,Euro Million,779.6
1396,Fixed Capital Consumption,2010,State,Euro Million,733.9
1397,Fixed Capital Consumption,2011,State,Euro Million,709.9
1398,Fixed Capital Consumption,2012,State,Euro Million,716.8
1399,Fixed Capital Consumption,2013,State,Euro Million,711.9
1400,Fixed Capital Consumption,2014,State,Euro Million,763.0
1401,Fixed Capital Consumption,2015,State,Euro Million,805.3
1402,Fixed Capital Consumption,2016,State,Euro Million,813.5
1403,Fixed Capital Consumption,2017,State,Euro Million,849.3
1404,Fixed Capital Consumption,2018,State,Euro Million,911.7
1405,Fixed Capital Consumption,2019,State,Euro Million,973.1
1406,Fixed Capital Consumption,2020,State,Euro Million,994.6
1407,Fixed Capital Consumption,2021,State,Euro Million,994.6
1408,"Fixed Capital Consumption - Machinery, Equipment, etc",1990,State,Euro Million,325.5
1409,"Fixed Capital Consumption - Machinery, Equipment, etc",1991,State,Euro Million,331.7
1410,"Fixed Capital Consumption - Machinery, Equipment, etc",1992,State,Euro Million,332.4
1411,"Fixed Capital Consumption - Machinery, Equipment, etc",1993,State,Euro Million,335.5
1412,"Fixed Capital Consumption - Machinery, Equipment, etc",1994,State,Euro Million,346.5
1413,"Fixed Capital Consumption - Machinery, Equipment, etc",1995,State,Euro Million,366.2
1414,"Fixed Capital Consumption - Machinery, Equipment, etc",1996,State,Euro Million,382.6
1415,"Fixed Capital Consumption - Machinery, Equipment, etc",1997,State,Euro Million,389.1
1416,"Fixed Capital Consumption - Machinery, Equipment, etc",1998,State,Euro Million,397.5
1417,"Fixed Capital Consumption - Machinery, Equipment, etc",1999,State,Euro Million,410.7
1418,"Fixed Capital Consumption - Machinery, Equipment, etc",2000,State,Euro Million,422.3
1419,"Fixed Capital Consumption - Machinery, Equipment, etc",2001,State,Euro Million,430.0
1420,"Fixed Capital Consumption - Machinery, Equipment, etc",2002,State,Euro Million,438.4
1421,"Fixed Capital Consumption - Machinery, Equipment, etc",2003,State,Euro Million,440.6
1422,"Fixed Capital Consumption - Machinery, Equipment, etc",2004,State,Euro Million,442.5
1423,"Fixed Capital Consumption - Machinery, Equipment, etc",2005,State,Euro Million,430.8
1424,"Fixed Capital Consumption - Machinery, Equipment, etc",2006,State,Euro Million,440.0
1425,"Fixed Capital Consumption - Machinery, Equipment, etc",2007,State,Euro Million,458.2
1426,"Fixed Capital Consumption - Machinery, Equipment, etc",2008,State,Euro Million,491.1
1427,"Fixed Capital Consumption - Machinery, Equipment, etc",2009,State,Euro Million,489.2
1428,"Fixed Capital Consumption - Machinery, Equipment, etc",2010,State,Euro Million,411.9
1429,"Fixed Capital Consumption - Machinery, Equipment, etc",2011,State,Euro Million,393.4
1430,"Fixed Capital Consumption - Machinery, Equipment, etc",2012,State,Euro Million,394.9
1431,"Fixed Capital Consumption - Machinery, Equipment, etc",2013,State,Euro Million,383.6
1432,"Fixed Capital Consumption - Machinery, Equipment, etc",2014,State,Euro Million,417.5
1433,"Fixed Capital Consumption - Machinery, Equipment, etc",2015,State,Euro Million,441.6
1434,"Fixed Capital Consumption - Machinery, Equipment, etc",2016,State,Euro Million,424.7
1435,"Fixed Capital Consumption - Machinery, Equipment, etc",2017,State,Euro Million,438.5
1436,"Fixed Capital Consumption - Machinery, Equipment, etc",2018,State,Euro Million,463.5
1437,"Fixed Capital Consumption - Machinery, Equipment, etc",2019,State,Euro Million,491.3
1438,"Fixed Capital Consumption - Machinery, Equipment, etc",2020,State,Euro Million,506.8
1439,"Fixed Capital Consumption - Machinery, Equipment, etc",2021,State,Euro Million,
1440,Fixed Capital Consumption - Farm Buildings,1990,State,Euro Million,106.4
1441,Fixed Capital Consumption - Farm Buildings,1991,State,Euro Million,113.2
1442,Fixed Capital Consumption - Farm Buildings,1992,State,Euro Million,117.8
1443,Fixed Capital Consumption - Farm Buildings,1993,State,Euro Million,121.9
1444,Fixed Capital Consumption - Farm Buildings,1994,State,Euro Million,125.0
1445,Fixed Capital Consumption - Farm Buildings,1995,State,Euro Million,130.2
1446,Fixed Capital Consumption - Farm Buildings,1996,State,Euro Million,134.7
1447,Fixed Capital Consumption - Farm Buildings,1997,State,Euro Million,143.0
1448,Fixed Capital Consumption - Farm Buildings,1998,State,Euro Million,149.1
1449,Fixed Capital Consumption - Farm Buildings,1999,State,Euro Million,155.8
1450,Fixed Capital Consumption - Farm Buildings,2000,State,Euro Million,167.3
1451,Fixed Capital Consumption - Farm Buildings,2001,State,Euro Million,187.8
1452,Fixed Capital Consumption - Farm Buildings,2002,State,Euro Million,197.7
1453,Fixed Capital Consumption - Farm Buildings,2003,State,Euro Million,199.2
1454,Fixed Capital Consumption - Farm Buildings,2004,State,Euro Million,209.3
1455,Fixed Capital Consumption - Farm Buildings,2005,State,Euro Million,216.8
1456,Fixed Capital Consumption - Farm Buildings,2006,State,Euro Million,228.0
1457,Fixed Capital Consumption - Farm Buildings,2007,State,Euro Million,245.8
1458,Fixed Capital Consumption - Farm Buildings,2008,State,Euro Million,278.3
1459,Fixed Capital Consumption - Farm Buildings,2009,State,Euro Million,290.4
1460,Fixed Capital Consumption - Farm Buildings,2010,State,Euro Million,322.0
1461,Fixed Capital Consumption - Farm Buildings,2011,State,Euro Million,316.5
1462,Fixed Capital Consumption - Farm Buildings,2012,State,Euro Million,321.9
1463,Fixed Capital Consumption - Farm Buildings,2013,State,Euro Million,328.3
1464,Fixed Capital Consumption - Farm Buildings,2014,State,Euro Million,345.4
1465,Fixed Capital Consumption - Farm Buildings,2015,State,Euro Million,363.8
1466,Fixed Capital Consumption - Farm Buildings,2016,State,Euro Million,388.7
1467,Fixed Capital Consumption - Farm Buildings,2017,State,Euro Million,410.8
1468,Fixed Capital Consumption - Farm Buildings,2018,State,Euro Million,448.2
1469,Fixed Capital Consumption - Farm Buildings,2019,State,Euro Million,481.9
1470,Fixed Capital Consumption - Farm Buildings,2020,State,Euro Million,487.8
1471,Fixed Capital Consumption - Farm Buildings,2021,State,Euro Million,
1472,Net Value Added at Basic Prices,1990,State,Euro Million,2306.3
1473,Net Value Added at Basic Prices,1991,State,Euro Million,2126.2
1474,Net Value Added at Basic Prices,1992,State,Euro Million,2484.9
1475,Net Value Added at Basic Prices,1993,State,Euro Million,2560.6
1476,Net Value Added at Basic Prices,1994,State,Euro Million,2513.7
1477,Net Value Added at Basic Prices,1995,State,Euro Million,2612.3
1478,Net Value Added at Basic Prices,1996,State,Euro Million,2518.5
1479,Net Value Added at Basic Prices,1997,State,Euro Million,2291.0
1480,Net Value Added at Basic Prices,1998,State,Euro Million,2270.1
1481,Net Value Added at Basic Prices,1999,State,Euro Million,1973.9
1482,Net Value Added at Basic Prices,2000,State,Euro Million,2188.4
1483,Net Value Added at Basic Prices,2001,State,Euro Million,1979.6
1484,Net Value Added at Basic Prices,2002,State,Euro Million,1786.8
1485,Net Value Added at Basic Prices,2003,State,Euro Million,1874.6
1486,Net Value Added at Basic Prices,2004,State,Euro Million,1989.0
1487,Net Value Added at Basic Prices,2005,State,Euro Million,1318.4
1488,Net Value Added at Basic Prices,2006,State,Euro Million,784.0
1489,Net Value Added at Basic Prices,2007,State,Euro Million,1045.8
1490,Net Value Added at Basic Prices,2008,State,Euro Million,673.6
1491,Net Value Added at Basic Prices,2009,State,Euro Million,43.8
1492,Net Value Added at Basic Prices,2010,State,Euro Million,654.9
1493,Net Value Added at Basic Prices,2011,State,Euro Million,1159.5
1494,Net Value Added at Basic Prices,2012,State,Euro Million,1066.7
1495,Net Value Added at Basic Prices,2013,State,Euro Million,1289.7
1496,Net Value Added at Basic Prices,2014,State,Euro Million,1411.1
1497,Net Value Added at Basic Prices,2015,State,Euro Million,1666.3
1498,Net Value Added at Basic Prices,2016,State,Euro Million,1545.6
1499,Net Value Added at Basic Prices,2017,State,Euro Million,2309.2
1500,Net Value Added at Basic Prices,2018,State,Euro Million,1708.0
1501,Net Value Added at Basic Prices,2019,State,Euro Million,1881.1
1502,Net Value Added at Basic Prices,2020,State,Euro Million,2233.8
1503,Net Value Added at Basic Prices,2021,State,Euro Million,2906.0
1504,Other Subsidies Less Taxes on Production,1990,State,Euro Million,14.8
1505,Other Subsidies Less Taxes on Production,1991,State,Euro Million,10.3
1506,Other Subsidies Less Taxes on Production,1992,State,Euro Million,31.4
1507,Other Subsidies Less Taxes on Production,1993,State,Euro Million,26.3
1508,Other Subsidies Less Taxes on Production,1994,State,Euro Million,110.0
1509,Other Subsidies Less Taxes on Production,1995,State,Euro Million,125.8
1510,Other Subsidies Less Taxes on Production,1996,State,Euro Million,247.9
1511,Other Subsidies Less Taxes on Production,1997,State,Euro Million,290.4
1512,Other Subsidies Less Taxes on Production,1998,State,Euro Million,318.9
1513,Other Subsidies Less Taxes on Production,1999,State,Euro Million,331.6
1514,Other Subsidies Less Taxes on Production,2000,State,Euro Million,356.5
1515,Other Subsidies Less Taxes on Production,2001,State,Euro Million,569.0
1516,Other Subsidies Less Taxes on Production,2002,State,Euro Million,616.1
1517,Other Subsidies Less Taxes on Production,2003,State,Euro Million,577.2
1518,Other Subsidies Less Taxes on Production,2004,State,Euro Million,592.4
1519,Other Subsidies Less Taxes on Production,2005,State,Euro Million,1680.5
1520,Other Subsidies Less Taxes on Production,2006,State,Euro Million,1826.9
1521,Other Subsidies Less Taxes on Production,2007,State,Euro Million,1844.9
1522,Other Subsidies Less Taxes on Production,2008,State,Euro Million,1880.9
1523,Other Subsidies Less Taxes on Production,2009,State,Euro Million,1812.9
1524,Other Subsidies Less Taxes on Production,2010,State,Euro Million,1651.3
1525,Other Subsidies Less Taxes on Production,2011,State,Euro Million,1831.7
1526,Other Subsidies Less Taxes on Production,2012,State,Euro Million,1682.0
1527,Other Subsidies Less Taxes on Production,2013,State,Euro Million,1557.6
1528,Other Subsidies Less Taxes on Production,2014,State,Euro Million,1525.8
1529,Other Subsidies Less Taxes on Production,2015,State,Euro Million,1409.9
1530,Other Subsidies Less Taxes on Production,2016,State,Euro Million,1593.4
1531,Other Subsidies Less Taxes on Production,2017,State,Euro Million,1638.5
1532,Other Subsidies Less Taxes on Production,2018,State,Euro Million,1682.8
1533,Other Subsidies Less Taxes on Production,2019,State,Euro Million,1630.0
1534,Other Subsidies Less Taxes on Production,2020,State,Euro Million,1646.5
1535,Other Subsidies Less Taxes on Production,2021,State,Euro Million,1600.2
1536,Factor Income,1990,State,Euro Million,2321.1
1537,Factor Income,1991,State,Euro Million,2136.5
1538,Factor Income,1992,State,Euro Million,2516.2
1539,Factor Income,1993,State,Euro Million,2586.9
1540,Factor Income,1994,State,Euro Million,2623.7
1541,Factor Income,1995,State,Euro Million,2738.0
1542,Factor Income,1996,State,Euro Million,2766.5
1543,Factor Income,1997,State,Euro Million,2581.5
1544,Factor Income,1998,State,Euro Million,2589.0
1545,Factor Income,1999,State,Euro Million,2305.5
1546,Factor Income,2000,State,Euro Million,2545.0
1547,Factor Income,2001,State,Euro Million,2548.6
1548,Factor Income,2002,State,Euro Million,2402.9
1549,Factor Income,2003,State,Euro Million,2451.8
1550,Factor Income,2004,State,Euro Million,2581.4
1551,Factor Income,2005,State,Euro Million,2999.0
1552,Factor Income,2006,State,Euro Million,2610.9
1553,Factor Income,2007,State,Euro Million,2890.6
1554,Factor Income,2008,State,Euro Million,2554.5
1555,Factor Income,2009,State,Euro Million,1856.7
1556,Factor Income,2010,State,Euro Million,2306.2
1557,Factor Income,2011,State,Euro Million,2991.2
1558,Factor Income,2012,State,Euro Million,2748.7
1559,Factor Income,2013,State,Euro Million,2847.3
1560,Factor Income,2014,State,Euro Million,2936.9
1561,Factor Income,2015,State,Euro Million,3076.2
1562,Factor Income,2016,State,Euro Million,3139.0
1563,Factor Income,2017,State,Euro Million,3947.7
1564,Factor Income,2018,State,Euro Million,3390.7
1565,Factor Income,2019,State,Euro Million,3511.1
1566,Factor Income,2020,State,Euro Million,3880.2
1567,Factor Income,2021,State,Euro Million,4506.2
1568,Compensation of Employees,1990,State,Euro Million,377.6
1569,Compensation of Employees,1991,State,Euro Million,362.5
1570,Compensation of Employees,1992,State,Euro Million,336.8
1571,Compensation of Employees,1993,State,Euro Million,339.0
1572,Compensation of Employees,1994,State,Euro Million,345.2
1573,Compensation of Employees,1995,State,Euro Million,362.7
1574,Compensation of Employees,1996,State,Euro Million,343.2
1575,Compensation of Employees,1997,State,Euro Million,348.4
1576,Compensation of Employees,1998,State,Euro Million,359.9
1577,Compensation of Employees,1999,State,Euro Million,375.0
1578,Compensation of Employees,2000,State,Euro Million,381.9
1579,Compensation of Employees,2001,State,Euro Million,371.5
1580,Compensation of Employees,2002,State,Euro Million,378.2
1581,Compensation of Employees,2003,State,Euro Million,391.1
1582,Compensation of Employees,2004,State,Euro Million,404.0
1583,Compensation of Employees,2005,State,Euro Million,409.1
1584,Compensation of Employees,2006,State,Euro Million,425.3
1585,Compensation of Employees,2007,State,Euro Million,448.6
1586,Compensation of Employees,2008,State,Euro Million,436.3
1587,Compensation of Employees,2009,State,Euro Million,427.7
1588,Compensation of Employees,2010,State,Euro Million,464.7
1589,Compensation of Employees,2011,State,Euro Million,475.4
1590,Compensation of Employees,2012,State,Euro Million,468.0
1591,Compensation of Employees,2013,State,Euro Million,491.4
1592,Compensation of Employees,2014,State,Euro Million,495.7
1593,Compensation of Employees,2015,State,Euro Million,489.0
1594,Compensation of Employees,2016,State,Euro Million,513.1
1595,Compensation of Employees,2017,State,Euro Million,525.6
1596,Compensation of Employees,2018,State,Euro Million,567.7
1597,Compensation of Employees,2019,State,Euro Million,586.2
1598,Compensation of Employees,2020,State,Euro Million,617.5
1599,Compensation of Employees,2021,State,Euro Million,654.5
1600,Operating Surplus,1990,State,Euro Million,1943.5
1601,Operating Surplus,1991,State,Euro Million,1774.0
1602,Operating Surplus,1992,State,Euro Million,2179.4
1603,Operating Surplus,1993,State,Euro Million,2247.9
1604,Operating Surplus,1994,State,Euro Million,2278.5
1605,Operating Surplus,1995,State,Euro Million,2375.3
1606,Operating Surplus,1996,State,Euro Million,2423.2
1607,Operating Surplus,1997,State,Euro Million,2233.1
1608,Operating Surplus,1998,State,Euro Million,2229.1
1609,Operating Surplus,1999,State,Euro Million,1930.5
1610,Operating Surplus,2000,State,Euro Million,2163.0
1611,Operating Surplus,2001,State,Euro Million,2177.1
1612,Operating Surplus,2002,State,Euro Million,2024.8
1613,Operating Surplus,2003,State,Euro Million,2060.7
1614,Operating Surplus,2004,State,Euro Million,2177.4
1615,Operating Surplus,2005,State,Euro Million,2589.9
1616,Operating Surplus,2006,State,Euro Million,2185.6
1617,Operating Surplus,2007,State,Euro Million,2442.0
1618,Operating Surplus,2008,State,Euro Million,2118.3
1619,Operating Surplus,2009,State,Euro Million,1429.0
1620,Operating Surplus,2010,State,Euro Million,1841.5
1621,Operating Surplus,2011,State,Euro Million,2515.8
1622,Operating Surplus,2012,State,Euro Million,2280.7
1623,Operating Surplus,2013,State,Euro Million,2355.9
1624,Operating Surplus,2014,State,Euro Million,2441.2
1625,Operating Surplus,2015,State,Euro Million,2587.2
1626,Operating Surplus,2016,State,Euro Million,2626.0
1627,Operating Surplus,2017,State,Euro Million,3422.1
1628,Operating Surplus,2018,State,Euro Million,2823.0
1629,Operating Surplus,2019,State,Euro Million,2924.8
1630,Operating Surplus,2020,State,Euro Million,3262.8
1631,Operating Surplus,2021,State,Euro Million,3851.7
1632,Interest less FISIM,1990,State,Euro Million,267.4
1633,Interest less FISIM,1991,State,Euro Million,237.2
1634,Interest less FISIM,1992,State,Euro Million,237.6
1635,Interest less FISIM,1993,State,Euro Million,162.5
1636,Interest less FISIM,1994,State,Euro Million,119.3
1637,Interest less FISIM,1995,State,Euro Million,148.4
1638,Interest less FISIM,1996,State,Euro Million,150.4
1639,Interest less FISIM,1997,State,Euro Million,174.9
1640,Interest less FISIM,1998,State,Euro Million,199.0
1641,Interest less FISIM,1999,State,Euro Million,157.8
1642,Interest less FISIM,2000,State,Euro Million,208.2
1643,Interest less FISIM,2001,State,Euro Million,190.3
1644,Interest less FISIM,2002,State,Euro Million,204.1
1645,Interest less FISIM,2003,State,Euro Million,189.5
1646,Interest less FISIM,2004,State,Euro Million,195.5
1647,Interest less FISIM,2005,State,Euro Million,211.4
1648,Interest less FISIM,2006,State,Euro Million,262.6
1649,Interest less FISIM,2007,State,Euro Million,344.8
1650,Interest less FISIM,2008,State,Euro Million,411.3
1651,Interest less FISIM,2009,State,Euro Million,328.7
1652,Interest less FISIM,2010,State,Euro Million,311.5
1653,Interest less FISIM,2011,State,Euro Million,295.1
1654,Interest less FISIM,2012,State,Euro Million,296.0
1655,Interest less FISIM,2013,State,Euro Million,298.3
1656,Interest less FISIM,2014,State,Euro Million,267.1
1657,Interest less FISIM,2015,State,Euro Million,85.1
1658,Interest less FISIM,2016,State,Euro Million,35.7
1659,Interest less FISIM,2017,State,Euro Million,20.1
1660,Interest less FISIM,2018,State,Euro Million,22.1
1661,Interest less FISIM,2019,State,Euro Million,18.3
1662,Interest less FISIM,2020,State,Euro Million,34.0
1663,Interest less FISIM,2021,State,Euro Million,61.5
1664,Land Rental,1990,State,Euro Million,98.8
1665,Land Rental,1991,State,Euro Million,96.5
1666,Land Rental,1992,State,Euro Million,99.2
1667,Land Rental,1993,State,Euro Million,99.7
1668,Land Rental,1994,State,Euro Million,107.5
1669,Land Rental,1995,State,Euro Million,110.4
1670,Land Rental,1996,State,Euro Million,133.4
1671,Land Rental,1997,State,Euro Million,153.2
1672,Land Rental,1998,State,Euro Million,151.6
1673,Land Rental,1999,State,Euro Million,161.3
1674,Land Rental,2000,State,Euro Million,184.3
1675,Land Rental,2001,State,Euro Million,195.9
1676,Land Rental,2002,State,Euro Million,182.3
1677,Land Rental,2003,State,Euro Million,178.7
1678,Land Rental,2004,State,Euro Million,171.8
1679,Land Rental,2005,State,Euro Million,159.5
1680,Land Rental,2006,State,Euro Million,152.8
1681,Land Rental,2007,State,Euro Million,149.1
1682,Land Rental,2008,State,Euro Million,153.0
1683,Land Rental,2009,State,Euro Million,150.7
1684,Land Rental,2010,State,Euro Million,209.3
1685,Land Rental,2011,State,Euro Million,214.1
1686,Land Rental,2012,State,Euro Million,214.0
1687,Land Rental,2013,State,Euro Million,205.7
1688,Land Rental,2014,State,Euro Million,202.1
1689,Land Rental,2015,State,Euro Million,210.8
1690,Land Rental,2016,State,Euro Million,237.6
1691,Land Rental,2017,State,Euro Million,239.8
1692,Land Rental,2018,State,Euro Million,278.5
1693,Land Rental,2019,State,Euro Million,298.5
1694,Land Rental,2020,State,Euro Million,320.0
1695,Land Rental,2021,State,Euro Million,320.0
1696,Entrepreneurial Income,1990,State,Euro Million,1577.2
1697,Entrepreneurial Income,1991,State,Euro Million,1440.2
1698,Entrepreneurial Income,1992,State,Euro Million,1842.6
1699,Entrepreneurial Income,1993,State,Euro Million,1985.6
1700,Entrepreneurial Income,1994,State,Euro Million,2051.7
1701,Entrepreneurial Income,1995,State,Euro Million,2116.5
1702,Entrepreneurial Income,1996,State,Euro Million,2139.5
1703,Entrepreneurial Income,1997,State,Euro Million,1904.9
1704,Entrepreneurial Income,1998,State,Euro Million,1878.5
1705,Entrepreneurial Income,1999,State,Euro Million,1611.4
1706,Entrepreneurial Income,2000,State,Euro Million,1770.7
1707,Entrepreneurial Income,2001,State,Euro Million,1791.0
1708,Entrepreneurial Income,2002,State,Euro Million,1638.3
1709,Entrepreneurial Income,2003,State,Euro Million,1691.9
1710,Entrepreneurial Income,2004,State,Euro Million,1810.1
1711,Entrepreneurial Income,2005,State,Euro Million,2218.9
1712,Entrepreneurial Income,2006,State,Euro Million,1770.2
1713,Entrepreneurial Income,2007,State,Euro Million,1948.1
1714,Entrepreneurial Income,2008,State,Euro Million,1553.9
1715,Entrepreneurial Income,2009,State,Euro Million,949.6
1716,Entrepreneurial Income,2010,State,Euro Million,1320.7
1717,Entrepreneurial Income,2011,State,Euro Million,2006.6
1718,Entrepreneurial Income,2012,State,Euro Million,1770.6
1719,Entrepreneurial Income,2013,State,Euro Million,1851.9
1720,Entrepreneurial Income,2014,State,Euro Million,1972.0
1721,Entrepreneurial Income,2015,State,Euro Million,2291.4
1722,Entrepreneurial Income,2016,State,Euro Million,2352.7
1723,Entrepreneurial Income,2017,State,Euro Million,3162.1
1724,Entrepreneurial Income,2018,State,Euro Million,2522.5
1725,Entrepreneurial Income,2019,State,Euro Million,2608.1
1726,Entrepreneurial Income,2020,State,Euro Million,2908.8
1727,Entrepreneurial Income,2021,State,Euro Million,3470.2
