Statistic,Year,Regional Veterinary Offices,UNIT,VALUE
Animals in County,2010,Louth,Number,74736.0
Animals in County,2010,Mayo,Number,237301.0
Animals in County,2010,Meath,Number,241554.0
Animals in County,2010,Monaghan,Number,182478.0
Animals in County,2010,Offaly,Number,190316.0
Animals in County,2010,Roscommon,Number,171826.0
Animals in County,2010,Sligo,Number,97915.0
Animals in County,2010,Tipperary North,Number,256811.0
Animals in County,2010,Tipperary South,Number,254772.0
Animals in County,2010,Waterford,Number,209529.0
Animals in County,2010,Westmeath,Number,173659.0
Animals in County,2010,Wexford,Number,235247.0
Animals in County,2010,Wicklow E,Number,67509.0
Animals in County,2010,Wicklow W,Number,37633.0
Animals in County,2011,State,Number,5819281.0
Animals in County,2011,Carlow,Number,85784.0
Animals in County,2011,Cavan,Number,205467.0
Animals in County,2011,Clare,Number,240713.0
Animals in County,2011,Cork North,Number,471086.0
Animals in County,2011,Cork South,Number,421122.0
Animals in County,2011,Donegal,Number,171436.0
Animals in County,2011,Dublin,Number,19646.0
Animals in County,2011,Galway,Number,362404.0
Animals in County,2011,Kerry,Number,288866.0
Animals in County,2011,Kildare,Number,104611.0
Animals in County,2011,Kilkenny,Number,287068.0
Animals in County,2011,Laois,Number,205420.0
Animals in County,2011,Leitrim,Number,66904.0
Animals in County,2011,Limerick,Number,329729.0
Animals in County,2011,Longford,Number,102109.0
Animals in County,2011,Louth,Number,74341.0
Animals in County,2011,Mayo,Number,236628.0
Animals in County,2011,Meath,Number,242703.0
Animals in County,2011,Monaghan,Number,185226.0
Animals in County,2011,Offaly,Number,191844.0
Animals in County,2011,Roscommon,Number,172494.0
Animals in County,2011,Sligo,Number,97846.0
Animals in County,2011,Tipperary North,Number,261294.0
Animals in County,2011,Tipperary South,Number,262528.0
Animals in County,2011,Waterford,Number,212483.0
Animals in County,2011,Westmeath,Number,175427.0
Animals in County,2011,Wexford,Number,239538.0
Animals in County,2011,Wicklow E,Number,67115.0
Animals in County,2011,Wicklow W,Number,37449.0
Animals in County,2012,State,Number,6145469.0
Animals in County,2012,Carlow,Number,92062.0
Animals in County,2012,Cavan,Number,216445.0
Animals in County,2012,Clare,Number,255186.0
Animals in County,2012,Cork North,Number,497532.0
Animals in County,2012,Cork South,Number,440351.0
Animals in County,2012,Donegal,Number,176413.0
Animals in County,2012,Dublin,Number,21432.0
Animals in County,2012,Galway,Number,383029.0
Animals in County,2012,Kerry,Number,301262.0
Animals in County,2012,Kildare,Number,111987.0
Animals in County,2012,Kilkenny,Number,306559.0
Animals in County,2012,Laois,Number,219748.0
Animals in County,2012,Leitrim,Number,70745.0
Animals in County,2012,Limerick,Number,346676.0
Animals in County,2012,Longford,Number,105955.0
Animals in County,2012,Louth,Number,78467.0
Animals in County,2012,Mayo,Number,248198.0
Animals in County,2012,Meath,Number,256343.0
Animals in County,2012,Monaghan,Number,195866.0
Animals in County,2012,Offaly,Number,204472.0
Animals in County,2012,Roscommon,Number,182126.0
Animals in County,2012,Sligo,Number,103001.0
Animals in County,2012,Tipperary North,Number,278847.0
Animals in County,2012,Tipperary South,Number,278382.0
Animals in County,2012,Waterford,Number,224151.0
Animals in County,2012,Westmeath,Number,183830.0
Animals in County,2012,Wexford,Number,254949.0
Animals in County,2012,Wicklow E,Number,71623.0
Animals in County,2012,Wicklow W,Number,39832.0
Animals in County,2013,State,Number,6146958.0
Animals in County,2013,Carlow,Number,93990.0
Animals in County,2013,Cavan,Number,213956.0
Animals in County,2013,Clare,Number,254855.0
Animals in County,2013,Cork North,Number,499164.0
Animals in County,2013,Cork South,Number,437926.0
Animals in County,2013,Donegal,Number,176763.0
Animals in County,2013,Dublin,Number,21149.0
Animals in County,2013,Galway,Number,382478.0
Animals in County,2013,Kerry,Number,301122.0
Animals in County,2013,Kildare,Number,113902.0
Animals in County,2013,Kilkenny,Number,309120.0
Animals in County,2013,Laois,Number,221133.0
Animals in County,2013,Leitrim,Number,68756.0
Animals in County,2013,Limerick,Number,345506.0
Animals in County,2013,Longford,Number,104627.0
Animals in County,2013,Louth,Number,80012.0
Animals in County,2013,Mayo,Number,242978.0
Animals in County,2013,Meath,Number,259600.0
Animals in County,2013,Monaghan,Number,193793.0
Animals in County,2013,Offaly,Number,205891.0
Animals in County,2013,Roscommon,Number,177965.0
Animals in County,2013,Sligo,Number,102421.0
Animals in County,2013,Tipperary North,Number,282415.0
Animals in County,2013,Tipperary South,Number,279557.0
Animals in County,2013,Waterford,Number,223473.0
Animals in County,2013,Westmeath,Number,182950.0
Animals in County,2013,Wexford,Number,259206.0
Animals in County,2013,Wicklow E,Number,72487.0
Animals in County,2013,Wicklow W,Number,39763.0
Animals in County,2014,State,Number,6115528.0
Animals in County,2014,Carlow,Number,92376.0
Animals in County,2014,Cavan,Number,211538.0
Animals in County,2014,Clare,Number,247683.0
Animals in County,2014,Cork North,Number,500341.0
Animals in County,2014,Cork South,Number,440393.0
Animals in County,2014,Donegal,Number,168494.0
Animals in County,2014,Dublin,Number,20656.0
Animals in County,2014,Galway,Number,382292.0
Animals in County,2014,Kerry,Number,301475.0
Animals in County,2014,Kildare,Number,114561.0
Animals in County,2014,Kilkenny,Number,310848.0
Animals in County,2014,Laois,Number,220059.0
Animals in County,2014,Leitrim,Number,67107.0
Animals in County,2014,Limerick,Number,343600.0
Animals in County,2014,Longford,Number,102950.0
Animals in County,2014,Louth,Number,81025.0
Animals in County,2014,Mayo,Number,240749.0
Animals in County,2014,Meath,Number,256946.0
Animals in County,2014,Monaghan,Number,190963.0
Animals in County,2014,Offaly,Number,205762.0
Animals in County,2014,Roscommon,Number,176843.0
Animals in County,2014,Sligo,Number,99850.0
Animals in County,2014,Tipperary North,Number,280511.0
Animals in County,2014,Tipperary South,Number,277660.0
Animals in County,2014,Waterford,Number,227627.0
Animals in County,2014,Westmeath,Number,181580.0
Animals in County,2014,Wexford,Number,261111.0
Animals in County,2014,Wicklow E,Number,71355.0
Animals in County,2014,Wicklow W,Number,39173.0
Animals in County,2015,State,Number,6321196.0
Animals in County,2015,Carlow,Number,95812.0
Animals in County,2015,Cavan,Number,216720.0
Animals in County,2015,Clare,Number,255634.0
Animals in County,2015,Cork North,Number,520831.0
Animals in County,2015,Cork South,Number,456079.0
Animals in County,2015,Donegal,Number,169242.0
Animals in County,2015,Dublin,Number,20820.0
Animals in County,2015,Galway,Number,394334.0
Animals in County,2015,Kerry,Number,310683.0
Animals in County,2015,Kildare,Number,118193.0
Animals in County,2015,Kilkenny,Number,321964.0
Animals in County,2015,Laois,Number,228844.0
Animals in County,2015,Leitrim,Number,68357.0
Animals in County,2015,Limerick,Number,357777.0
Animals in County,2015,Longford,Number,105926.0
Animals in County,2015,Louth,Number,81508.0
Animals in County,2015,Mayo,Number,248070.0
Animals in County,2015,Meath,Number,263406.0
Animals in County,2015,Monaghan,Number,197850.0
Animals in County,2015,Offaly,Number,211417.0
Animals in County,2015,Roscommon,Number,183236.0
Animals in County,2015,Sligo,Number,102138.0
Animals in County,2015,Tipperary North,Number,291575.0
Animals in County,2015,Tipperary South,Number,291924.0
Animals in County,2015,Waterford,Number,236327.0
Animals in County,2015,Westmeath,Number,187070.0
Animals in County,2015,Wexford,Number,271968.0
Animals in County,2015,Wicklow E,Number,73333.0
Animals in County,2015,Wicklow W,Number,40158.0
Animals in County,2016,State,Number,6455934.0
Animals in County,2016,Carlow,Number,98905.0
Animals in County,2016,Cavan,Number,222871.0
Animals in County,2016,Clare,Number,257768.0
Animals in County,2016,Cork North,Number,530542.0
Animals in County,2016,Cork South,Number,458753.0
Animals in County,2016,Donegal,Number,170385.0
Animals in County,2016,Dublin,Number,21363.0
Animals in County,2016,Galway,Number,398962.0
Animals in County,2016,Kerry,Number,311312.0
Animals in County,2016,Kildare,Number,122601.0
Animals in County,2016,Kilkenny,Number,328034.0
Animals in County,2016,Laois,Number,236636.0
Animals in County,2016,Leitrim,Number,68782.0
Animals in County,2016,Limerick,Number,372799.0
Animals in County,2016,Longford,Number,107843.0
Animals in County,2016,Louth,Number,87879.0
Animals in County,2016,Mayo,Number,247705.0
Animals in County,2016,Meath,Number,274358.0
Animals in County,2016,Monaghan,Number,202605.0
Animals in County,2016,Offaly,Number,220693.0
Animals in County,2016,Roscommon,Number,184407.0
Animals in County,2016,Sligo,Number,101430.0
Animals in County,2016,Tipperary North,Number,301269.0
Animals in County,2016,Tipperary South,Number,300134.0
Animals in County,2016,Waterford,Number,238378.0
Animals in County,2016,Westmeath,Number,194099.0
Animals in County,2016,Wexford,Number,277638.0
Animals in County,2016,Wicklow E,Number,75768.0
Animals in County,2016,Wicklow W,Number,42015.0
Animals in County,2017,State,Number,6513273.0
Animals in County,2017,Carlow,Number,102212.0
Animals in County,2017,Cavan,Number,218219.0
Animals in County,2017,Clare,Number,254680.0
Animals in County,2017,Cork North,Number,540081.0
Animals in County,2017,Cork South,Number,463720.0
Animals in County,2017,Donegal,Number,168346.0
Animals in County,2017,Dublin,Number,21356.0
Animals in County,2017,Galway,Number,396072.0
Animals in County,2017,Kerry,Number,305620.0
Animals in County,2017,Kildare,Number,128022.0
Animals in County,2017,Kilkenny,Number,340016.0
Animals in County,2017,Laois,Number,247198.0
Animals in County,2017,Leitrim,Number,65260.0
Animals in County,2017,Limerick,Number,374261.0
Animals in County,2017,Longford,Number,105363.0
Animals in County,2017,Louth,Number,88669.0
Animals in County,2017,Mayo,Number,243720.0
Animals in County,2017,Meath,Number,276807.0
Animals in County,2017,Monaghan,Number,200167.0
Animals in County,2017,Offaly,Number,227137.0
Animals in County,2017,Roscommon,Number,182036.0
Animals in County,2017,Sligo,Number,99947.0
Animals in County,2017,Tipperary North,Number,310390.0
Animals in County,2017,Tipperary South,Number,307063.0
Animals in County,2017,Waterford,Number,245055.0
Animals in County,2017,Westmeath,Number,194813.0
Animals in County,2017,Wexford,Number,287433.0
Animals in County,2017,Wicklow E,Number,77855.0
Animals in County,2017,Wicklow W,Number,41755.0
Animals in County,2018,State,Number,6398745.0
Animals in County,2018,Carlow,Number,99794.0
Animals in County,2018,Cavan,Number,219665.0
Animals in County,2018,Clare,Number,253863.0
Animals in County,2018,Cork North,Number,526182.0
Animals in County,2018,Cork South,Number,449698.0
Animals in County,2018,Donegal,Number,172114.0
Animals in County,2018,Dublin,Number,20766.0
Animals in County,2018,Galway,Number,396452.0
Animals in County,2018,Kerry,Number,308049.0
Animals in County,2018,Kildare,Number,122371.0
Animals in County,2018,Kilkenny,Number,326766.0
Animals in County,2018,Laois,Number,242657.0
Animals in County,2018,Leitrim,Number,66528.0
Animals in County,2018,Limerick,Number,366277.0
Animals in County,2018,Longford,Number,105303.0
Animals in County,2018,Louth,Number,86266.0
Animals in County,2018,Mayo,Number,243195.0
Animals in County,2018,Meath,Number,269302.0
Animals in County,2018,Monaghan,Number,197315.0
Animals in County,2018,Offaly,Number,223666.0
Animals in County,2018,Roscommon,Number,183128.0
Animals in County,2018,Sligo,Number,99613.0
Animals in County,2018,Tipperary North,Number,300869.0
Animals in County,2018,Tipperary South,Number,296572.0
Animals in County,2018,Waterford,Number,235893.0
Animals in County,2018,Westmeath,Number,189233.0
Animals in County,2018,Wexford,Number,279336.0
Animals in County,2018,Wicklow E,Number,76017.0
Animals in County,2018,Wicklow W,Number,41855.0
Animals in County,2019,State,Number,6363409.0
Animals in County,2019,Carlow,Number,97336.0
Animals in County,2019,Cavan,Number,218207.0
Animals in County,2019,Clare,Number,254295.0
Animals in County,2019,Cork North,Number,523265.0
Animals in County,2019,Cork South,Number,445268.0
Animals in County,2019,Donegal,Number,171254.0
Animals in County,2019,Dublin,Number,20440.0
Animals in County,2019,Galway,Number,393971.0
Animals in County,2019,Kerry,Number,306711.0
Animals in County,2019,Kildare,Number,120980.0
Animals in County,2019,Kilkenny,Number,326201.0
Animals in County,2019,Laois,Number,235720.0
Animals in County,2019,Leitrim,Number,66514.0
Animals in County,2019,Limerick,Number,372139.0
Animals in County,2019,Longford,Number,105787.0
Animals in County,2019,Louth,Number,86083.0
Animals in County,2019,Mayo,Number,241656.0
Animals in County,2019,Meath,Number,267273.0
Animals in County,2019,Monaghan,Number,197909.0
Animals in County,2019,Offaly,Number,219789.0
Animals in County,2019,Roscommon,Number,182848.0
Animals in County,2019,Sligo,Number,99835.0
Animals in County,2019,Tipperary North,Number,295751.0
Animals in County,2019,Tipperary South,Number,297366.0
Animals in County,2019,Waterford,Number,233639.0
Animals in County,2019,Westmeath,Number,192248.0
Animals in County,2019,Wexford,Number,276353.0
Animals in County,2019,Wicklow E,Number,73347.0
Animals in County,2019,Wicklow W,Number,41224.0
Animals in County,2020,State,Number,7202987.0
Animals in County,2020,Carlow,Number,108898.0
Animals in County,2020,Cavan,Number,233559.0
Animals in County,2020,Clare,Number,282277.0
Animals in County,2020,Cork North,Number,617851.0
Animals in County,2020,Cork South,Number,501019.0
Animals in County,2020,Donegal,Number,182604.0
Animals in County,2020,Dublin,Number,22567.0
Animals in County,2020,Galway,Number,432588.0
Animals in County,2020,Kerry,Number,352779.0
Animals in County,2020,Kildare,Number,137549.0
Animals in County,2020,Kilkenny,Number,376653.0
Animals in County,2020,Laois,Number,264354.0
Animals in County,2020,Leitrim,Number,67834.0
Animals in County,2020,Limerick,Number,446130.0
Animals in County,2020,Longford,Number,115559.0
Animals in County,2020,Louth,Number,95852.0
Animals in County,2020,Mayo,Number,260638.0
Animals in County,2020,Meath,Number,305449.0
Animals in County,2020,Monaghan,Number,211647.0
Animals in County,2020,Offaly,Number,249713.0
Animals in County,2020,Roscommon,Number,201716.0
Animals in County,2020,Sligo,Number,107794.0
Animals in County,2020,Tipperary North,Number,349050.0
Animals in County,2020,Tipperary South,Number,356408.0
Animals in County,2020,Waterford,Number,272528.0
Animals in County,2020,Westmeath,Number,214210.0
Animals in County,2020,Wexford,Number,310311.0
Animals in County,2020,Wicklow E,Number,80707.0
Animals in County,2020,Wicklow W,Number,44743.0
Tests on Animals,2010,State,Number,8390750.0
Tests on Animals,2010,Carlow,Number,108584.0
Tests on Animals,2010,Cavan,Number,313822.0
Tests on Animals,2010,Clare,Number,385705.0
Tests on Animals,2010,Cork North,Number,664648.0
Tests on Animals,2010,Cork South,Number,586105.0
Tests on Animals,2010,Donegal,Number,232021.0
Tests on Animals,2010,Dublin,Number,30096.0
Tests on Animals,2010,Galway,Number,500797.0
Tests on Animals,2010,Kerry,Number,402235.0
Tests on Animals,2010,Kildare,Number,138426.0
Tests on Animals,2010,Kilkenny,Number,378100.0
Tests on Animals,2010,Laois,Number,274815.0
Tests on Animals,2010,Leitrim,Number,104696.0
Tests on Animals,2010,Limerick,Number,466762.0
Tests on Animals,2010,Longford,Number,147910.0
Tests on Animals,2010,Louth,Number,105185.0
Tests on Animals,2010,Mayo,Number,333497.0
Tests on Animals,2010,Meath,Number,416730.0
Tests on Animals,2010,Monaghan,Number,248441.0
Tests on Animals,2010,Offaly,Number,271410.0
Tests on Animals,2010,Roscommon,Number,291568.0
Tests on Animals,2010,Sligo,Number,150548.0
Tests on Animals,2010,Tipperary North,Number,380595.0
Tests on Animals,2010,Tipperary South,Number,379125.0
Tests on Animals,2010,Waterford,Number,293603.0
Tests on Animals,2010,Westmeath,Number,282900.0
Tests on Animals,2010,Wexford,Number,334745.0
Tests on Animals,2010,Wicklow E,Number,114380.0
Tests on Animals,2010,Wicklow W,Number,53301.0
Tests on Animals,2011,State,Number,8332285.0
Tests on Animals,2011,Carlow,Number,110581.0
Tests on Animals,2011,Cavan,Number,299639.0
Tests on Animals,2011,Clare,Number,363493.0
Tests on Animals,2011,Cork North,Number,677129.0
Tests on Animals,2011,Cork South,Number,593580.0
Tests on Animals,2011,Donegal,Number,233334.0
Tests on Animals,2011,Dublin,Number,29001.0
Tests on Animals,2011,Galway,Number,494843.0
Tests on Animals,2011,Kerry,Number,411183.0
Tests on Animals,2011,Kildare,Number,139587.0
Tests on Animals,2011,Kilkenny,Number,398748.0
Tests on Animals,2011,Laois,Number,275124.0
Tests on Animals,2011,Leitrim,Number,99644.0
Tests on Animals,2011,Limerick,Number,466189.0
Tests on Animals,2011,Longford,Number,140002.0
Tests on Animals,2011,Louth,Number,108789.0
Tests on Animals,2011,Mayo,Number,321607.0
Tests on Animals,2011,Meath,Number,414980.0
Tests on Animals,2011,Monaghan,Number,246728.0
Tests on Animals,2011,Offaly,Number,251369.0
Tests on Animals,2011,Roscommon,Number,271590.0
Tests on Animals,2011,Sligo,Number,136753.0
Tests on Animals,2011,Tipperary North,Number,371880.0
Tests on Animals,2011,Tipperary South,Number,371715.0
Tests on Animals,2011,Waterford,Number,286047.0
Tests on Animals,2011,Westmeath,Number,275271.0
Tests on Animals,2011,Wexford,Number,371002.0
Tests on Animals,2011,Wicklow E,Number,118167.0
Tests on Animals,2011,Wicklow W,Number,54310.0
Tests on Animals,2012,State,Number,8534677.0
Tests on Animals,2012,Carlow,Number,118445.0
Tests on Animals,2012,Cavan,Number,306322.0
Tests on Animals,2012,Clare,Number,375738.0
Tests on Animals,2012,Cork North,Number,685385.0
Tests on Animals,2012,Cork South,Number,600131.0
Tests on Animals,2012,Donegal,Number,237415.0
Tests on Animals,2012,Dublin,Number,28942.0
Tests on Animals,2012,Galway,Number,490530.0
Tests on Animals,2012,Kerry,Number,417792.0
Tests on Animals,2012,Kildare,Number,142051.0
Tests on Animals,2012,Kilkenny,Number,419685.0
Tests on Animals,2012,Laois,Number,274993.0
Tests on Animals,2012,Leitrim,Number,94345.0
Tests on Animals,2012,Limerick,Number,499809.0
Tests on Animals,2012,Longford,Number,140514.0
Tests on Animals,2012,Louth,Number,108147.0
Tests on Animals,2012,Mayo,Number,336864.0
Tests on Animals,2012,Meath,Number,428439.0
Tests on Animals,2012,Monaghan,Number,261213.0
Tests on Animals,2012,Offaly,Number,253856.0
Tests on Animals,2012,Roscommon,Number,277653.0
Tests on Animals,2012,Sligo,Number,136028.0
Tests on Animals,2012,Tipperary North,Number,391074.0
Tests on Animals,2012,Tipperary South,Number,370441.0
Tests on Animals,2012,Waterford,Number,294841.0
Tests on Animals,2012,Westmeath,Number,277644.0
Tests on Animals,2012,Wexford,Number,381628.0
Tests on Animals,2012,Wicklow E,Number,119905.0
Tests on Animals,2012,Wicklow W,Number,64847.0
Tests on Animals,2013,State,Number,8474961.0
Tests on Animals,2013,Carlow,Number,119007.0
Tests on Animals,2013,Cavan,Number,304476.0
Tests on Animals,2013,Clare,Number,382336.0
Tests on Animals,2013,Cork North,Number,698714.0
Tests on Animals,2013,Cork South,Number,588299.0
Tests on Animals,2013,Donegal,Number,251465.0
Tests on Animals,2013,Dublin,Number,31274.0
Tests on Animals,2013,Galway,Number,490656.0
Tests on Animals,2013,Kerry,Number,428050.0
Tests on Animals,2013,Kildare,Number,145332.0
Tests on Animals,2013,Kilkenny,Number,425530.0
Tests on Animals,2013,Laois,Number,274984.0
Tests on Animals,2013,Leitrim,Number,93858.0
Tests on Animals,2013,Limerick,Number,492879.0
Tests on Animals,2013,Longford,Number,140689.0
Tests on Animals,2013,Louth,Number,109931.0
Tests on Animals,2013,Mayo,Number,326703.0
Tests on Animals,2013,Meath,Number,400151.0
Tests on Animals,2013,Monaghan,Number,262041.0
Tests on Animals,2013,Offaly,Number,259168.0
Tests on Animals,2013,Roscommon,Number,262559.0
Tests on Animals,2013,Sligo,Number,140999.0
Tests on Animals,2013,Tipperary North,Number,377382.0
Tests on Animals,2013,Tipperary South,Number,363186.0
Tests on Animals,2013,Waterford,Number,289412.0
Tests on Animals,2013,Westmeath,Number,272634.0
Tests on Animals,2013,Wexford,Number,370583.0
Tests on Animals,2013,Wicklow E,Number,114715.0
Tests on Animals,2013,Wicklow W,Number,57948.0
Tests on Animals,2014,State,Number,8445262.0
Tests on Animals,2014,Carlow,Number,108157.0
Tests on Animals,2014,Cavan,Number,296220.0
Tests on Animals,2014,Clare,Number,381149.0
Tests on Animals,2014,Cork North,Number,705655.0
Tests on Animals,2014,Cork South,Number,576497.0
Tests on Animals,2014,Donegal,Number,220837.0
Tests on Animals,2014,Dublin,Number,33928.0
Tests on Animals,2014,Galway,Number,489265.0
Tests on Animals,2014,Kerry,Number,431453.0
Tests on Animals,2014,Kildare,Number,148841.0
Tests on Animals,2014,Kilkenny,Number,418301.0
Tests on Animals,2014,Laois,Number,272402.0
Tests on Animals,2014,Leitrim,Number,93290.0
Tests on Animals,2014,Limerick,Number,500552.0
Tests on Animals,2014,Longford,Number,128723.0
Tests on Animals,2014,Louth,Number,111171.0
Tests on Animals,2014,Mayo,Number,320796.0
Tests on Animals,2014,Meath,Number,404428.0
Tests on Animals,2014,Monaghan,Number,257034.0
Tests on Animals,2014,Offaly,Number,267030.0
Tests on Animals,2014,Roscommon,Number,262973.0
Tests on Animals,2014,Sligo,Number,135958.0
Tests on Animals,2014,Tipperary North,Number,390056.0
Tests on Animals,2014,Tipperary South,Number,363799.0
Tests on Animals,2014,Waterford,Number,300380.0
Tests on Animals,2014,Westmeath,Number,267358.0
Tests on Animals,2014,Wexford,Number,384146.0
Tests on Animals,2014,Wicklow E,Number,116234.0
Tests on Animals,2014,Wicklow W,Number,58629.0
Tests on Animals,2015,State,Number,8429602.0
Tests on Animals,2015,Carlow,Number,114286.0
Tests on Animals,2015,Cavan,Number,297930.0
Tests on Animals,2015,Clare,Number,383201.0
Tests on Animals,2015,Cork North,Number,691179.0
Tests on Animals,2015,Cork South,Number,569407.0
Tests on Animals,2015,Donegal,Number,218270.0
Tests on Animals,2015,Dublin,Number,29407.0
Tests on Animals,2015,Galway,Number,500635.0
Tests on Animals,2015,Kerry,Number,433978.0
Tests on Animals,2015,Kildare,Number,147069.0
Tests on Animals,2015,Kilkenny,Number,419142.0
Tests on Animals,2015,Laois,Number,286727.0
Tests on Animals,2015,Leitrim,Number,97492.0
Tests on Animals,2015,Limerick,Number,465807.0
Tests on Animals,2015,Longford,Number,130204.0
Tests on Animals,2015,Louth,Number,105062.0
Tests on Animals,2015,Mayo,Number,321255.0
Tests on Animals,2015,Meath,Number,394529.0
Tests on Animals,2015,Monaghan,Number,267392.0
Tests on Animals,2015,Offaly,Number,284882.0
Tests on Animals,2015,Roscommon,Number,257872.0
Tests on Animals,2015,Sligo,Number,143315.0
Tests on Animals,2015,Tipperary North,Number,390464.0
Tests on Animals,2015,Tipperary South,Number,376306.0
Tests on Animals,2015,Waterford,Number,287336.0
Tests on Animals,2015,Westmeath,Number,267779.0
Tests on Animals,2015,Wexford,Number,370771.0
Tests on Animals,2015,Wicklow E,Number,113986.0
Tests on Animals,2015,Wicklow W,Number,63919.0
Tests on Animals,2016,State,Number,8635824.0
Tests on Animals,2016,Carlow,Number,119607.0
Tests on Animals,2016,Cavan,Number,302990.0
Tests on Animals,2016,Clare,Number,378083.0
Tests on Animals,2016,Cork North,Number,713432.0
Tests on Animals,2016,Cork South,Number,615751.0
Tests on Animals,2016,Donegal,Number,217131.0
Tests on Animals,2016,Dublin,Number,31404.0
Tests on Animals,2016,Galway,Number,516534.0
Tests on Animals,2016,Kerry,Number,429956.0
Tests on Animals,2016,Kildare,Number,150313.0
Tests on Animals,2016,Kilkenny,Number,416548.0
Tests on Animals,2016,Laois,Number,286424.0
Tests on Animals,2016,Leitrim,Number,89142.0
Tests on Animals,2016,Limerick,Number,493179.0
Tests on Animals,2016,Longford,Number,134998.0
Tests on Animals,2016,Louth,Number,103720.0
Tests on Animals,2016,Mayo,Number,319189.0
Tests on Animals,2016,Meath,Number,401834.0
Tests on Animals,2016,Monaghan,Number,287636.0
Tests on Animals,2016,Offaly,Number,292814.0
Tests on Animals,2016,Roscommon,Number,253866.0
Tests on Animals,2016,Sligo,Number,142348.0
Tests on Animals,2016,Tipperary North,Number,427999.0
Tests on Animals,2016,Tipperary South,Number,386177.0
Tests on Animals,2016,Waterford,Number,300636.0
Tests on Animals,2016,Westmeath,Number,271309.0
Tests on Animals,2016,Wexford,Number,368231.0
Tests on Animals,2016,Wicklow E,Number,114671.0
Tests on Animals,2016,Wicklow W,Number,69902.0
Tests on Animals,2017,State,Number,8882933.0
Tests on Animals,2017,Carlow,Number,125317.0
Tests on Animals,2017,Cavan,Number,335870.0
Tests on Animals,2017,Clare,Number,376122.0
Tests on Animals,2017,Cork North,Number,737432.0
Tests on Animals,2017,Cork South,Number,648076.0
Tests on Animals,2017,Donegal,Number,212312.0
Tests on Animals,2017,Dublin,Number,29983.0
Tests on Animals,2017,Galway,Number,519155.0
Tests on Animals,2017,Kerry,Number,448489.0
Tests on Animals,2017,Kildare,Number,153045.0
Tests on Animals,2017,Kilkenny,Number,449898.0
Tests on Animals,2017,Laois,Number,306618.0
Tests on Animals,2017,Leitrim,Number,93300.0
Tests on Animals,2017,Limerick,Number,513342.0
Tests on Animals,2017,Longford,Number,131474.0
Tests on Animals,2017,Louth,Number,107314.0
Tests on Animals,2017,Mayo,Number,329714.0
Tests on Animals,2017,Meath,Number,406634.0
Tests on Animals,2017,Monaghan,Number,295948.0
Tests on Animals,2017,Offaly,Number,296625.0
Tests on Animals,2017,Roscommon,Number,251964.0
Tests on Animals,2017,Sligo,Number,136865.0
Tests on Animals,2017,Tipperary North,Number,420633.0
Tests on Animals,2017,Tipperary South,Number,396451.0
Tests on Animals,2017,Waterford,Number,297173.0
Tests on Animals,2017,Westmeath,Number,292352.0
Tests on Animals,2017,Wexford,Number,385191.0
Tests on Animals,2017,Wicklow E,Number,119893.0
Tests on Animals,2017,Wicklow W,Number,65743.0
Tests on Animals,2018,State,Number,8869856.0
Tests on Animals,2018,Carlow,Number,122158.0
Tests on Animals,2018,Cavan,Number,329223.0
Tests on Animals,2018,Clare,Number,374578.0
Tests on Animals,2018,Cork North,Number,784284.0
Tests on Animals,2018,Cork South,Number,609574.0
Tests on Animals,2018,Donegal,Number,200069.0
Tests on Animals,2018,Dublin,Number,32680.0
Tests on Animals,2018,Galway,Number,519150.0
Tests on Animals,2018,Kerry,Number,441446.0
Tests on Animals,2018,Kildare,Number,154612.0
Tests on Animals,2018,Kilkenny,Number,414922.0
Tests on Animals,2018,Laois,Number,301949.0
Tests on Animals,2018,Leitrim,Number,86623.0
Tests on Animals,2018,Limerick,Number,495950.0
Tests on Animals,2018,Longford,Number,136359.0
Tests on Animals,2018,Louth,Number,107076.0
Tests on Animals,2018,Mayo,Number,334547.0
Tests on Animals,2018,Meath,Number,393511.0
Tests on Animals,2018,Monaghan,Number,373846.0
Tests on Animals,2018,Offaly,Number,298237.0
Tests on Animals,2018,Roscommon,Number,246291.0
Tests on Animals,2018,Sligo,Number,139664.0
Tests on Animals,2018,Tipperary North,Number,435034.0
Tests on Animals,2018,Tipperary South,Number,389821.0
Tests on Animals,2018,Waterford,Number,302544.0
Tests on Animals,2018,Westmeath,Number,285228.0
Tests on Animals,2018,Wexford,Number,371229.0
Tests on Animals,2018,Wicklow E,Number,123485.0
Tests on Animals,2018,Wicklow W,Number,65766.0
Tests on Animals,2019,State,Number,8827682.0
Tests on Animals,2019,Carlow,Number,123760.0
Tests on Animals,2019,Cavan,Number,332460.0
Tests on Animals,2019,Clare,Number,375832.0
Tests on Animals,2019,Cork North,Number,798849.0
Tests on Animals,2019,Cork South,Number,580538.0
Tests on Animals,2019,Donegal,Number,210692.0
Tests on Animals,2019,Dublin,Number,27711.0
Tests on Animals,2019,Galway,Number,524570.0
Tests on Animals,2019,Kerry,Number,435906.0
Tests on Animals,2019,Kildare,Number,146165.0
Tests on Animals,2019,Kilkenny,Number,419001.0
Tests on Animals,2019,Laois,Number,305448.0
Tests on Animals,2019,Leitrim,Number,89280.0
Tests on Animals,2019,Limerick,Number,492196.0
Tests on Animals,2019,Longford,Number,128903.0
Tests on Animals,2019,Louth,Number,107324.0
Tests on Animals,2019,Mayo,Number,320106.0
Tests on Animals,2019,Meath,Number,386790.0
