Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Total Rainfall,2007M08,Valentia Observatory,Millimetres,106.0
Total Rainfall,2007M08,Casement,Millimetres,107.5
Total Rainfall,2007M08,Claremorris,Millimetres,
Total Rainfall,2007M08,Clones,Millimetres,95.4
Total Rainfall,2007M08,Cork airport,Millimetres,80.4
Total Rainfall,2007M08,Dublin airport,Millimetres,95.5
Total Rainfall,2007M08,Galway,Millimetres,101.0
Total Rainfall,2007M08,Kilkenny,Millimetres,106.4
Total Rainfall,2007M08,Malin head,Millimetres,86.2
Total Rainfall,2007M08,Mullingar,Millimetres,108.2
Total Rainfall,2007M08,Roches Point,Millimetres,
Total Rainfall,2007M08,Rosslare,Millimetres,78.8
Total Rainfall,2007M08,Shannon airport,Millimetres,100.8
Total Rainfall,2007M09,Belmullet,Millimetres,59.9
Total Rainfall,2007M09,Birr,Millimetres,44.5
Total Rainfall,2007M09,Valentia Observatory,Millimetres,74.4
Total Rainfall,2007M09,Casement,Millimetres,40.7
Total Rainfall,2007M09,Claremorris,Millimetres,
Total Rainfall,2007M09,Clones,Millimetres,54.6
Total Rainfall,2007M09,Cork airport,Millimetres,36.1
Total Rainfall,2007M09,Dublin airport,Millimetres,39.2
Total Rainfall,2007M09,Galway,Millimetres,62.5
Total Rainfall,2007M09,Kilkenny,Millimetres,44.1
Total Rainfall,2007M09,Malin head,Millimetres,79.5
Total Rainfall,2007M09,Mullingar,Millimetres,44.9
Total Rainfall,2007M09,Roches Point,Millimetres,
Total Rainfall,2007M09,Rosslare,Millimetres,
Total Rainfall,2007M09,Shannon airport,Millimetres,51.4
Total Rainfall,2007M10,Belmullet,Millimetres,106.7
Total Rainfall,2007M10,Birr,Millimetres,34.6
Total Rainfall,2007M10,Valentia Observatory,Millimetres,105.7
Total Rainfall,2007M10,Casement,Millimetres,16.9
Total Rainfall,2007M10,Claremorris,Millimetres,
Total Rainfall,2007M10,Clones,Millimetres,42.2
Total Rainfall,2007M10,Cork airport,Millimetres,64.0
Total Rainfall,2007M10,Dublin airport,Millimetres,15.7
Total Rainfall,2007M10,Galway,Millimetres,83.5
Total Rainfall,2007M10,Kilkenny,Millimetres,30.3
Total Rainfall,2007M10,Malin head,Millimetres,77.0
Total Rainfall,2007M10,Mullingar,Millimetres,46.6
Total Rainfall,2007M10,Roches Point,Millimetres,
Total Rainfall,2007M10,Rosslare,Millimetres,51.9
Total Rainfall,2007M10,Shannon airport,Millimetres,44.3
Total Rainfall,2007M11,Belmullet,Millimetres,111.2
Total Rainfall,2007M11,Birr,Millimetres,51.9
Total Rainfall,2007M11,Valentia Observatory,Millimetres,98.1
Total Rainfall,2007M11,Casement,Millimetres,74.6
Total Rainfall,2007M11,Claremorris,Millimetres,
Total Rainfall,2007M11,Clones,Millimetres,64.7
Total Rainfall,2007M11,Cork airport,Millimetres,57.2
Total Rainfall,2007M11,Dublin airport,Millimetres,54.0
Total Rainfall,2007M11,Galway,Millimetres,97.6
Total Rainfall,2007M11,Kilkenny,Millimetres,41.8
Total Rainfall,2007M11,Malin head,Millimetres,102.1
Total Rainfall,2007M11,Mullingar,Millimetres,60.5
Total Rainfall,2007M11,Roches Point,Millimetres,
Total Rainfall,2007M11,Rosslare,Millimetres,77.6
Total Rainfall,2007M11,Shannon airport,Millimetres,56.9
Total Rainfall,2007M12,Belmullet,Millimetres,145.7
Total Rainfall,2007M12,Birr,Millimetres,107.2
Total Rainfall,2007M12,Valentia Observatory,Millimetres,189.5
Total Rainfall,2007M12,Casement,Millimetres,67.5
Total Rainfall,2007M12,Claremorris,Millimetres,
Total Rainfall,2007M12,Clones,Millimetres,111.2
Total Rainfall,2007M12,Cork airport,Millimetres,134.3
Total Rainfall,2007M12,Dublin airport,Millimetres,64.1
Total Rainfall,2007M12,Galway,Millimetres,198.6
Total Rainfall,2007M12,Kilkenny,Millimetres,90.7
Total Rainfall,2007M12,Malin head,Millimetres,109.4
Total Rainfall,2007M12,Mullingar,Millimetres,119.5
Total Rainfall,2007M12,Roches Point,Millimetres,
Total Rainfall,2007M12,Rosslare,Millimetres,62.6
Total Rainfall,2007M12,Shannon airport,Millimetres,163.4
Total Rainfall,2008M01,Belmullet,Millimetres,171.5
Total Rainfall,2008M01,Birr,Millimetres,135.5
Total Rainfall,2008M01,Valentia Observatory,Millimetres,276.2
Total Rainfall,2008M01,Casement,Millimetres,111.4
Total Rainfall,2008M01,Claremorris,Millimetres,
Total Rainfall,2008M01,Clones,Millimetres,150.3
Total Rainfall,2008M01,Cork airport,Millimetres,195.1
Total Rainfall,2008M01,Dublin airport,Millimetres,96.9
Total Rainfall,2008M01,Galway,Millimetres,193.5
Total Rainfall,2008M01,Kilkenny,Millimetres,141.6
Total Rainfall,2008M01,Malin head,Millimetres,188.9
Total Rainfall,2008M01,Mullingar,Millimetres,146.3
Total Rainfall,2008M01,Roches Point,Millimetres,
Total Rainfall,2008M01,Rosslare,Millimetres,120.2
Total Rainfall,2008M01,Shannon airport,Millimetres,223.9
Total Rainfall,2008M02,Belmullet,Millimetres,116.4
Total Rainfall,2008M02,Birr,Millimetres,30.8
Total Rainfall,2008M02,Valentia Observatory,Millimetres,108.3
Total Rainfall,2008M02,Casement,Millimetres,18.4
Total Rainfall,2008M02,Claremorris,Millimetres,
Total Rainfall,2008M02,Clones,Millimetres,40.4
Total Rainfall,2008M02,Cork airport,Millimetres,49.8
Total Rainfall,2008M02,Dublin airport,Millimetres,14.7
Total Rainfall,2008M02,Galway,Millimetres,123.3
Total Rainfall,2008M02,Kilkenny,Millimetres,27.3
Total Rainfall,2008M02,Malin head,Millimetres,89.6
Total Rainfall,2008M02,Mullingar,Millimetres,54.7
Total Rainfall,2008M02,Roches Point,Millimetres,
Total Rainfall,2008M02,Rosslare,Millimetres,23.4
Total Rainfall,2008M02,Shannon airport,Millimetres,58.0
Total Rainfall,2008M03,Belmullet,Millimetres,157.4
Total Rainfall,2008M03,Birr,Millimetres,97.3
Total Rainfall,2008M03,Valentia Observatory,Millimetres,164.1
Total Rainfall,2008M03,Casement,Millimetres,99.5
Total Rainfall,2008M03,Claremorris,Millimetres,
Total Rainfall,2008M03,Clones,Millimetres,96.8
Total Rainfall,2008M03,Cork airport,Millimetres,113.5
Total Rainfall,2008M03,Dublin airport,Millimetres,102.4
Total Rainfall,2008M03,Galway,Millimetres,140.6
Total Rainfall,2008M03,Kilkenny,Millimetres,89.1
Total Rainfall,2008M03,Malin head,Millimetres,142.7
Total Rainfall,2008M03,Mullingar,Millimetres,96.8
Total Rainfall,2008M03,Roches Point,Millimetres,
Total Rainfall,2008M03,Rosslare,Millimetres,69.0
Total Rainfall,2008M03,Shannon airport,Millimetres,102.9
Total Rainfall,2008M04,Belmullet,Millimetres,67.7
Total Rainfall,2008M04,Birr,Millimetres,28.6
Total Rainfall,2008M04,Valentia Observatory,Millimetres,51.0
Total Rainfall,2008M04,Casement,Millimetres,32.4
Total Rainfall,2008M04,Claremorris,Millimetres,
Total Rainfall,2008M04,Clones,Millimetres,
Total Rainfall,2008M04,Cork airport,Millimetres,53.7
Total Rainfall,2008M04,Dublin airport,Millimetres,27.0
Total Rainfall,2008M04,Galway,Millimetres,53.0
Total Rainfall,2008M04,Kilkenny,Millimetres,
Total Rainfall,2008M04,Malin head,Millimetres,54.2
Total Rainfall,2008M04,Mullingar,Millimetres,57.0
Total Rainfall,2008M04,Roches Point,Millimetres,38.2
Total Rainfall,2008M04,Rosslare,Millimetres,
Total Rainfall,2008M04,Shannon airport,Millimetres,49.2
Total Rainfall,2008M05,Belmullet,Millimetres,40.2
Total Rainfall,2008M05,Birr,Millimetres,19.2
Total Rainfall,2008M05,Valentia Observatory,Millimetres,103.2
Total Rainfall,2008M05,Casement,Millimetres,37.1
Total Rainfall,2008M05,Claremorris,Millimetres,
Total Rainfall,2008M05,Clones,Millimetres,
Total Rainfall,2008M05,Cork airport,Millimetres,75.6
Total Rainfall,2008M05,Dublin airport,Millimetres,32.7
Total Rainfall,2008M05,Galway,Millimetres,21.6
Total Rainfall,2008M05,Kilkenny,Millimetres,
Total Rainfall,2008M05,Malin head,Millimetres,7.4
Total Rainfall,2008M05,Mullingar,Millimetres,23.5
Total Rainfall,2008M05,Roches Point,Millimetres,57.9
Total Rainfall,2008M05,Rosslare,Millimetres,
Total Rainfall,2008M05,Shannon airport,Millimetres,35.9
Total Rainfall,2008M06,Belmullet,Millimetres,127.6
Total Rainfall,2008M06,Birr,Millimetres,90.2
Total Rainfall,2008M06,Valentia Observatory,Millimetres,147.8
Total Rainfall,2008M06,Casement,Millimetres,70.5
Total Rainfall,2008M06,Claremorris,Millimetres,
Total Rainfall,2008M06,Clones,Millimetres,
Total Rainfall,2008M06,Cork airport,Millimetres,138.5
Total Rainfall,2008M06,Dublin airport,Millimetres,76.4
Total Rainfall,2008M06,Galway,Millimetres,194.7
Total Rainfall,2008M06,Kilkenny,Millimetres,
Total Rainfall,2008M06,Malin head,Millimetres,74.8
Total Rainfall,2008M06,Mullingar,Millimetres,88.8
Total Rainfall,2008M06,Roches Point,Millimetres,103.9
Total Rainfall,2008M06,Rosslare,Millimetres,
Total Rainfall,2008M06,Shannon airport,Millimetres,110.8
Total Rainfall,2008M07,Belmullet,Millimetres,44.3
Total Rainfall,2008M07,Birr,Millimetres,100.6
Total Rainfall,2008M07,Valentia Observatory,Millimetres,92.8
Total Rainfall,2008M07,Casement,Millimetres,101.7
Total Rainfall,2008M07,Claremorris,Millimetres,
Total Rainfall,2008M07,Clones,Millimetres,
Total Rainfall,2008M07,Cork airport,Millimetres,148.1
Total Rainfall,2008M07,Dublin airport,Millimetres,111.5
Total Rainfall,2008M07,Galway,Millimetres,84.2
Total Rainfall,2008M07,Kilkenny,Millimetres,
Total Rainfall,2008M07,Malin head,Millimetres,125.8
Total Rainfall,2008M07,Mullingar,Millimetres,109.3
Total Rainfall,2008M07,Roches Point,Millimetres,129.9
Total Rainfall,2008M07,Rosslare,Millimetres,
Total Rainfall,2008M07,Shannon airport,Millimetres,100.8
Total Rainfall,2008M08,Belmullet,Millimetres,192.1
Total Rainfall,2008M08,Birr,Millimetres,171.6
Total Rainfall,2008M08,Valentia Observatory,Millimetres,181.7
Total Rainfall,2008M08,Casement,Millimetres,175.0
Total Rainfall,2008M08,Claremorris,Millimetres,
Total Rainfall,2008M08,Clones,Millimetres,
Total Rainfall,2008M08,Cork airport,Millimetres,163.6
Total Rainfall,2008M08,Dublin airport,Millimetres,192.4
Total Rainfall,2008M08,Galway,Millimetres,240.2
Total Rainfall,2008M08,Kilkenny,Millimetres,
Total Rainfall,2008M08,Malin head,Millimetres,123.2
Total Rainfall,2008M08,Mullingar,Millimetres,159.4
Total Rainfall,2008M08,Roches Point,Millimetres,132.1
Total Rainfall,2008M08,Rosslare,Millimetres,
Total Rainfall,2008M08,Shannon airport,Millimetres,176.6
Total Rainfall,2008M09,Belmullet,Millimetres,112.4
Total Rainfall,2008M09,Birr,Millimetres,81.8
Total Rainfall,2008M09,Valentia Observatory,Millimetres,87.7
Total Rainfall,2008M09,Casement,Millimetres,120.8
Total Rainfall,2008M09,Claremorris,Millimetres,
Total Rainfall,2008M09,Clones,Millimetres,
Total Rainfall,2008M09,Cork airport,Millimetres,123.8
Total Rainfall,2008M09,Dublin airport,Millimetres,111.8
Total Rainfall,2008M09,Galway,Millimetres,136.7
Total Rainfall,2008M09,Kilkenny,Millimetres,
Total Rainfall,2008M09,Malin head,Millimetres,89.9
Total Rainfall,2008M09,Mullingar,Millimetres,100.0
Total Rainfall,2008M09,Roches Point,Millimetres,77.1
Total Rainfall,2008M09,Rosslare,Millimetres,
Total Rainfall,2008M09,Shannon airport,Millimetres,86.4
Total Rainfall,2008M10,Belmullet,Millimetres,177.5
Total Rainfall,2008M10,Birr,Millimetres,121.0
Total Rainfall,2008M10,Valentia Observatory,Millimetres,244.8
Total Rainfall,2008M10,Casement,Millimetres,117.7
Total Rainfall,2008M10,Claremorris,Millimetres,
Total Rainfall,2008M10,Clones,Millimetres,
Total Rainfall,2008M10,Cork airport,Millimetres,139.2
Total Rainfall,2008M10,Dublin airport,Millimetres,97.4
Total Rainfall,2008M10,Galway,Millimetres,257.6
Total Rainfall,2008M10,Kilkenny,Millimetres,
Total Rainfall,2008M10,Malin head,Millimetres,144.8
Total Rainfall,2008M10,Mullingar,Millimetres,123.9
Total Rainfall,2008M10,Roches Point,Millimetres,109.4
Total Rainfall,2008M10,Rosslare,Millimetres,
Total Rainfall,2008M10,Shannon airport,Millimetres,156.4
Total Rainfall,2008M11,Belmullet,Millimetres,136.2
Total Rainfall,2008M11,Birr,Millimetres,77.0
Total Rainfall,2008M11,Valentia Observatory,Millimetres,111.5
Total Rainfall,2008M11,Casement,Millimetres,48.3
Total Rainfall,2008M11,Claremorris,Millimetres,
Total Rainfall,2008M11,Clones,Millimetres,
Total Rainfall,2008M11,Cork airport,Millimetres,79.4
Total Rainfall,2008M11,Dublin airport,Millimetres,39.6
Total Rainfall,2008M11,Galway,Millimetres,114.4
Total Rainfall,2008M11,Kilkenny,Millimetres,
Total Rainfall,2008M11,Malin head,Millimetres,115.6
Total Rainfall,2008M11,Mullingar,Millimetres,75.6
Total Rainfall,2008M11,Roches Point,Millimetres,59.8
Total Rainfall,2008M11,Rosslare,Millimetres,
Total Rainfall,2008M11,Shannon airport,Millimetres,92.2
Total Rainfall,2008M12,Belmullet,Millimetres,94.8
Total Rainfall,2008M12,Birr,Millimetres,63.7
Total Rainfall,2008M12,Valentia Observatory,Millimetres,104.0
Total Rainfall,2008M12,Casement,Millimetres,53.2
Total Rainfall,2008M12,Claremorris,Millimetres,
Total Rainfall,2008M12,Clones,Millimetres,
Total Rainfall,2008M12,Cork airport,Millimetres,60.2
Total Rainfall,2008M12,Dublin airport,Millimetres,39.5
Total Rainfall,2008M12,Galway,Millimetres,102.8
Total Rainfall,2008M12,Kilkenny,Millimetres,
Total Rainfall,2008M12,Malin head,Millimetres,85.7
Total Rainfall,2008M12,Mullingar,Millimetres,61.3
Total Rainfall,2008M12,Roches Point,Millimetres,35.9
Total Rainfall,2008M12,Rosslare,Millimetres,
Total Rainfall,2008M12,Shannon airport,Millimetres,75.1
Total Rainfall,2009M01,Belmullet,Millimetres,142.6
Total Rainfall,2009M01,Birr,Millimetres,124.8
Total Rainfall,2009M01,Valentia Observatory,Millimetres,290.6
Total Rainfall,2009M01,Casement,Millimetres,59.6
Total Rainfall,2009M01,Claremorris,Millimetres,
Total Rainfall,2009M01,Clones,Millimetres,
Total Rainfall,2009M01,Cork airport,Millimetres,201.9
Total Rainfall,2009M01,Dublin airport,Millimetres,62.0
Total Rainfall,2009M01,Galway,Millimetres,133.6
Total Rainfall,2009M01,Kilkenny,Millimetres,
Total Rainfall,2009M01,Malin head,Millimetres,98.8
Total Rainfall,2009M01,Mullingar,Millimetres,104.6
Total Rainfall,2009M01,Roches Point,Millimetres,151.7
Total Rainfall,2009M01,Rosslare,Millimetres,
Total Rainfall,2009M01,Shannon airport,Millimetres,120.5
Total Rainfall,2009M02,Belmullet,Millimetres,46.0
Total Rainfall,2009M02,Birr,Millimetres,15.6
Total Rainfall,2009M02,Valentia Observatory,Millimetres,55.0
Total Rainfall,2009M02,Casement,Millimetres,58.9
Total Rainfall,2009M02,Claremorris,Millimetres,
Total Rainfall,2009M02,Clones,Millimetres,
Total Rainfall,2009M02,Cork airport,Millimetres,17.0
Total Rainfall,2009M02,Dublin airport,Millimetres,56.8
Total Rainfall,2009M02,Galway,Millimetres,24.3
Total Rainfall,2009M02,Kilkenny,Millimetres,
Total Rainfall,2009M02,Malin head,Millimetres,42.0
Total Rainfall,2009M02,Mullingar,Millimetres,25.8
Total Rainfall,2009M02,Roches Point,Millimetres,13.1
Total Rainfall,2009M02,Rosslare,Millimetres,
Total Rainfall,2009M02,Shannon airport,Millimetres,15.7
Total Rainfall,2009M03,Belmullet,Millimetres,90.5
Total Rainfall,2009M03,Birr,Millimetres,49.3
Total Rainfall,2009M03,Valentia Observatory,Millimetres,82.4
Total Rainfall,2009M03,Casement,Millimetres,23.4
Total Rainfall,2009M03,Claremorris,Millimetres,
Total Rainfall,2009M03,Clones,Millimetres,
Total Rainfall,2009M03,Cork airport,Millimetres,41.1
Total Rainfall,2009M03,Dublin airport,Millimetres,25.5
Total Rainfall,2009M03,Galway,Millimetres,76.1
Total Rainfall,2009M03,Kilkenny,Millimetres,
Total Rainfall,2009M03,Malin head,Millimetres,86.0
Total Rainfall,2009M03,Mullingar,Millimetres,40.5
Total Rainfall,2009M03,Roches Point,Millimetres,24.5
Total Rainfall,2009M03,Rosslare,Millimetres,
Total Rainfall,2009M03,Shannon airport,Millimetres,63.9
Total Rainfall,2009M04,Belmullet,Millimetres,114.8
Total Rainfall,2009M04,Birr,Millimetres,109.2
Total Rainfall,2009M04,Valentia Observatory,Millimetres,170.1
Total Rainfall,2009M04,Casement,Millimetres,75.7
Total Rainfall,2009M04,Claremorris,Millimetres,
Total Rainfall,2009M04,Clones,Millimetres,
Total Rainfall,2009M04,Cork airport,Millimetres,159.8
Total Rainfall,2009M04,Dublin airport,Millimetres,71.6
Total Rainfall,2009M04,Galway,Millimetres,106.3
Total Rainfall,2009M04,Kilkenny,Millimetres,
Total Rainfall,2009M04,Malin head,Millimetres,97.1
Total Rainfall,2009M04,Mullingar,Millimetres,108.1
Total Rainfall,2009M04,Roches Point,Millimetres,114.1
Total Rainfall,2009M04,Rosslare,Millimetres,
Total Rainfall,2009M04,Shannon airport,Millimetres,90.9
Total Rainfall,2009M05,Belmullet,Millimetres,81.3
Total Rainfall,2009M05,Birr,Millimetres,66.7
Total Rainfall,2009M05,Valentia Observatory,Millimetres,100.1
Total Rainfall,2009M05,Casement,Millimetres,51.6
Total Rainfall,2009M05,Claremorris,Millimetres,
Total Rainfall,2009M05,Clones,Millimetres,
Total Rainfall,2009M05,Cork airport,Millimetres,85.7
Total Rainfall,2009M05,Dublin airport,Millimetres,75.0
Total Rainfall,2009M05,Galway,Millimetres,127.7
Total Rainfall,2009M05,Kilkenny,Millimetres,
Total Rainfall,2009M05,Malin head,Millimetres,92.8
Total Rainfall,2009M05,Mullingar,Millimetres,69.8
Total Rainfall,2009M05,Roches Point,Millimetres,40.2
Total Rainfall,2009M05,Rosslare,Millimetres,
Total Rainfall,2009M05,Shannon airport,Millimetres,98.8
Total Rainfall,2009M06,Belmullet,Millimetres,49.0
Total Rainfall,2009M06,Birr,Millimetres,70.0
Total Rainfall,2009M06,Valentia Observatory,Millimetres,98.0
Total Rainfall,2009M06,Casement,Millimetres,78.2
Total Rainfall,2009M06,Claremorris,Millimetres,
Total Rainfall,2009M06,Clones,Millimetres,
Total Rainfall,2009M06,Cork airport,Millimetres,84.8
Total Rainfall,2009M06,Dublin airport,Millimetres,76.2
Total Rainfall,2009M06,Galway,Millimetres,49.2
Total Rainfall,2009M06,Kilkenny,Millimetres,
Total Rainfall,2009M06,Malin head,Millimetres,49.3
Total Rainfall,2009M06,Mullingar,Millimetres,90.6
Total Rainfall,2009M06,Roches Point,Millimetres,66.0
Total Rainfall,2009M06,Rosslare,Millimetres,
Total Rainfall,2009M06,Shannon airport,Millimetres,58.5
Total Rainfall,2009M07,Belmullet,Millimetres,113.3
Total Rainfall,2009M07,Birr,Millimetres,132.5
Total Rainfall,2009M07,Valentia Observatory,Millimetres,252.1
Total Rainfall,2009M07,Casement,Millimetres,105.7
Total Rainfall,2009M07,Claremorris,Millimetres,
Total Rainfall,2009M07,Clones,Millimetres,
Total Rainfall,2009M07,Cork airport,Millimetres,203.7
Total Rainfall,2009M07,Dublin airport,Millimetres,153.9
Total Rainfall,2009M07,Galway,Millimetres,161.1
Total Rainfall,2009M07,Kilkenny,Millimetres,
Total Rainfall,2009M07,Malin head,Millimetres,70.6
Total Rainfall,2009M07,Mullingar,Millimetres,192.4
Total Rainfall,2009M07,Roches Point,Millimetres,158.3
Total Rainfall,2009M07,Rosslare,Millimetres,
Total Rainfall,2009M07,Shannon airport,Millimetres,116.1
Total Rainfall,2009M08,Belmullet,Millimetres,180.8
Total Rainfall,2009M08,Birr,Millimetres,98.1
Total Rainfall,2009M08,Valentia Observatory,Millimetres,274.0
Total Rainfall,2009M08,Casement,Millimetres,67.8
Total Rainfall,2009M08,Claremorris,Millimetres,
Total Rainfall,2009M08,Clones,Millimetres,
Total Rainfall,2009M08,Cork airport,Millimetres,155.5
Total Rainfall,2009M08,Dublin airport,Millimetres,69.1
Total Rainfall,2009M08,Galway,Millimetres,215.7
Total Rainfall,2009M08,Kilkenny,Millimetres,
Total Rainfall,2009M08,Malin head,Millimetres,165.9
Total Rainfall,2009M08,Mullingar,Millimetres,135.1
Total Rainfall,2009M08,Roches Point,Millimetres,118.6
Total Rainfall,2009M08,Rosslare,Millimetres,
Total Rainfall,2009M08,Shannon airport,Millimetres,119.3
Total Rainfall,2009M09,Belmullet,Millimetres,45.6
Total Rainfall,2009M09,Birr,Millimetres,29.4
Total Rainfall,2009M09,Valentia Observatory,Millimetres,90.0
Total Rainfall,2009M09,Casement,Millimetres,28.8
Total Rainfall,2009M09,Claremorris,Millimetres,
Total Rainfall,2009M09,Clones,Millimetres,
Total Rainfall,2009M09,Cork airport,Millimetres,53.8
Total Rainfall,2009M09,Dublin airport,Millimetres,24.2
Total Rainfall,2009M09,Galway,Millimetres,63.9
Total Rainfall,2009M09,Kilkenny,Millimetres,
Total Rainfall,2009M09,Malin head,Millimetres,71.0
Total Rainfall,2009M09,Mullingar,Millimetres,38.1
Total Rainfall,2009M09,Roches Point,Millimetres,48.2
Total Rainfall,2009M09,Rosslare,Millimetres,
Total Rainfall,2009M09,Shannon airport,Millimetres,56.9
Total Rainfall,2009M10,Belmullet,Millimetres,114.5
Total Rainfall,2009M10,Birr,Millimetres,
Total Rainfall,2009M10,Valentia Observatory,Millimetres,230.9
Total Rainfall,2009M10,Casement,Millimetres,103.0
Total Rainfall,2009M10,Claremorris,Millimetres,
Total Rainfall,2009M10,Clones,Millimetres,
Total Rainfall,2009M10,Cork airport,Millimetres,180.6
Total Rainfall,2009M10,Dublin airport,Millimetres,84.9
