Statistic,Year,State,UNIT,VALUE
Fixed Capital Consumption - Farm Buildings,2015,State,Euro Million,363.8
Fixed Capital Consumption - Farm Buildings,2016,State,Euro Million,388.7
Fixed Capital Consumption - Farm Buildings,2017,State,Euro Million,410.8
Fixed Capital Consumption - Farm Buildings,2018,State,Euro Million,448.2
Fixed Capital Consumption - Farm Buildings,2019,State,Euro Million,481.9
Fixed Capital Consumption - Farm Buildings,2020,State,Euro Million,487.8
Fixed Capital Consumption - Farm Buildings,2021,State,Euro Million,
Net Value Added at Basic Prices,1990,State,Euro Million,2306.3
Net Value Added at Basic Prices,1991,State,Euro Million,2126.2
Net Value Added at Basic Prices,1992,State,Euro Million,2484.9
Net Value Added at Basic Prices,1993,State,Euro Million,2560.6
Net Value Added at Basic Prices,1994,State,Euro Million,2513.7
Net Value Added at Basic Prices,1995,State,Euro Million,2612.3
Net Value Added at Basic Prices,1996,State,Euro Million,2518.5
Net Value Added at Basic Prices,1997,State,Euro Million,2291.0
Net Value Added at Basic Prices,1998,State,Euro Million,2270.1
Net Value Added at Basic Prices,1999,State,Euro Million,1973.9
Net Value Added at Basic Prices,2000,State,Euro Million,2188.4
Net Value Added at Basic Prices,2001,State,Euro Million,1979.6
Net Value Added at Basic Prices,2002,State,Euro Million,1786.8
Net Value Added at Basic Prices,2003,State,Euro Million,1874.6
Net Value Added at Basic Prices,2004,State,Euro Million,1989.0
Net Value Added at Basic Prices,2005,State,Euro Million,1318.4
Net Value Added at Basic Prices,2006,State,Euro Million,784.0
Net Value Added at Basic Prices,2007,State,Euro Million,1045.8
Net Value Added at Basic Prices,2008,State,Euro Million,673.6
Net Value Added at Basic Prices,2009,State,Euro Million,43.8
Net Value Added at Basic Prices,2010,State,Euro Million,654.9
Net Value Added at Basic Prices,2011,State,Euro Million,1159.5
Net Value Added at Basic Prices,2012,State,Euro Million,1066.7
Net Value Added at Basic Prices,2013,State,Euro Million,1289.7
Net Value Added at Basic Prices,2014,State,Euro Million,1411.1
Net Value Added at Basic Prices,2015,State,Euro Million,1666.3
Net Value Added at Basic Prices,2016,State,Euro Million,1545.6
Net Value Added at Basic Prices,2017,State,Euro Million,2309.2
Net Value Added at Basic Prices,2018,State,Euro Million,1708.0
Net Value Added at Basic Prices,2019,State,Euro Million,1881.1
Net Value Added at Basic Prices,2020,State,Euro Million,2233.8
Net Value Added at Basic Prices,2021,State,Euro Million,2906.0
Other Subsidies Less Taxes on Production,1990,State,Euro Million,14.8
Other Subsidies Less Taxes on Production,1991,State,Euro Million,10.3
Other Subsidies Less Taxes on Production,1992,State,Euro Million,31.4
Other Subsidies Less Taxes on Production,1993,State,Euro Million,26.3
Other Subsidies Less Taxes on Production,1994,State,Euro Million,110.0
Other Subsidies Less Taxes on Production,1995,State,Euro Million,125.8
Other Subsidies Less Taxes on Production,1996,State,Euro Million,247.9
Other Subsidies Less Taxes on Production,1997,State,Euro Million,290.4
Other Subsidies Less Taxes on Production,1998,State,Euro Million,318.9
Other Subsidies Less Taxes on Production,1999,State,Euro Million,331.6
Other Subsidies Less Taxes on Production,2000,State,Euro Million,356.5
Other Subsidies Less Taxes on Production,2001,State,Euro Million,569.0
Other Subsidies Less Taxes on Production,2002,State,Euro Million,616.1
Other Subsidies Less Taxes on Production,2003,State,Euro Million,577.2
Other Subsidies Less Taxes on Production,2004,State,Euro Million,592.4
Other Subsidies Less Taxes on Production,2005,State,Euro Million,1680.5
Other Subsidies Less Taxes on Production,2006,State,Euro Million,1826.9
Other Subsidies Less Taxes on Production,2007,State,Euro Million,1844.9
Other Subsidies Less Taxes on Production,2008,State,Euro Million,1880.9
Other Subsidies Less Taxes on Production,2009,State,Euro Million,1812.9
Other Subsidies Less Taxes on Production,2010,State,Euro Million,1651.3
Other Subsidies Less Taxes on Production,2011,State,Euro Million,1831.7
Other Subsidies Less Taxes on Production,2012,State,Euro Million,1682.0
Other Subsidies Less Taxes on Production,2013,State,Euro Million,1557.6
Other Subsidies Less Taxes on Production,2014,State,Euro Million,1525.8
Other Subsidies Less Taxes on Production,2015,State,Euro Million,1409.9
Other Subsidies Less Taxes on Production,2016,State,Euro Million,1593.4
Other Subsidies Less Taxes on Production,2017,State,Euro Million,1638.5
Other Subsidies Less Taxes on Production,2018,State,Euro Million,1682.8
Other Subsidies Less Taxes on Production,2019,State,Euro Million,1630.0
Other Subsidies Less Taxes on Production,2020,State,Euro Million,1646.5
Other Subsidies Less Taxes on Production,2021,State,Euro Million,1600.2
Factor Income,1990,State,Euro Million,2321.1
Factor Income,1991,State,Euro Million,2136.5
Factor Income,1992,State,Euro Million,2516.2
Factor Income,1993,State,Euro Million,2586.9
Factor Income,1994,State,Euro Million,2623.7
Factor Income,1995,State,Euro Million,2738.0
Factor Income,1996,State,Euro Million,2766.5
Factor Income,1997,State,Euro Million,2581.5
Factor Income,1998,State,Euro Million,2589.0
Factor Income,1999,State,Euro Million,2305.5
Factor Income,2000,State,Euro Million,2545.0
Factor Income,2001,State,Euro Million,2548.6
Factor Income,2002,State,Euro Million,2402.9
Factor Income,2003,State,Euro Million,2451.8
Factor Income,2004,State,Euro Million,2581.4
Factor Income,2005,State,Euro Million,2999.0
Factor Income,2006,State,Euro Million,2610.9
Factor Income,2007,State,Euro Million,2890.6
Factor Income,2008,State,Euro Million,2554.5
Factor Income,2009,State,Euro Million,1856.7
Factor Income,2010,State,Euro Million,2306.2
Factor Income,2011,State,Euro Million,2991.2
Factor Income,2012,State,Euro Million,2748.7
Factor Income,2013,State,Euro Million,2847.3
Factor Income,2014,State,Euro Million,2936.9
Factor Income,2015,State,Euro Million,3076.2
Factor Income,2016,State,Euro Million,3139.0
Factor Income,2017,State,Euro Million,3947.7
Factor Income,2018,State,Euro Million,3390.7
Factor Income,2019,State,Euro Million,3511.1
Factor Income,2020,State,Euro Million,3880.2
Factor Income,2021,State,Euro Million,4506.2
Compensation of Employees,1990,State,Euro Million,377.6
Compensation of Employees,1991,State,Euro Million,362.5
Compensation of Employees,1992,State,Euro Million,336.8
Compensation of Employees,1993,State,Euro Million,339.0
Compensation of Employees,1994,State,Euro Million,345.2
Compensation of Employees,1995,State,Euro Million,362.7
Compensation of Employees,1996,State,Euro Million,343.2
Compensation of Employees,1997,State,Euro Million,348.4
Compensation of Employees,1998,State,Euro Million,359.9
Compensation of Employees,1999,State,Euro Million,375.0
Compensation of Employees,2000,State,Euro Million,381.9
Compensation of Employees,2001,State,Euro Million,371.5
Compensation of Employees,2002,State,Euro Million,378.2
Compensation of Employees,2003,State,Euro Million,391.1
Compensation of Employees,2004,State,Euro Million,404.0
Compensation of Employees,2005,State,Euro Million,409.1
Compensation of Employees,2006,State,Euro Million,425.3
Compensation of Employees,2007,State,Euro Million,448.6
Compensation of Employees,2008,State,Euro Million,436.3
Compensation of Employees,2009,State,Euro Million,427.7
Compensation of Employees,2010,State,Euro Million,464.7
Compensation of Employees,2011,State,Euro Million,475.4
Compensation of Employees,2012,State,Euro Million,468.0
Compensation of Employees,2013,State,Euro Million,491.4
Compensation of Employees,2014,State,Euro Million,495.7
Compensation of Employees,2015,State,Euro Million,489.0
Compensation of Employees,2016,State,Euro Million,513.1
Compensation of Employees,2017,State,Euro Million,525.6
Compensation of Employees,2018,State,Euro Million,567.7
Compensation of Employees,2019,State,Euro Million,586.2
Compensation of Employees,2020,State,Euro Million,617.5
Compensation of Employees,2021,State,Euro Million,654.5
Operating Surplus,1990,State,Euro Million,1943.5
Operating Surplus,1991,State,Euro Million,1774.0
Operating Surplus,1992,State,Euro Million,2179.4
Operating Surplus,1993,State,Euro Million,2247.9
Operating Surplus,1994,State,Euro Million,2278.5
Operating Surplus,1995,State,Euro Million,2375.3
Operating Surplus,1996,State,Euro Million,2423.2
Operating Surplus,1997,State,Euro Million,2233.1
Operating Surplus,1998,State,Euro Million,2229.1
Operating Surplus,1999,State,Euro Million,1930.5
Operating Surplus,2000,State,Euro Million,2163.0
Operating Surplus,2001,State,Euro Million,2177.1
Operating Surplus,2002,State,Euro Million,2024.8
Operating Surplus,2003,State,Euro Million,2060.7
Operating Surplus,2004,State,Euro Million,2177.4
Operating Surplus,2005,State,Euro Million,2589.9
Operating Surplus,2006,State,Euro Million,2185.6
Operating Surplus,2007,State,Euro Million,2442.0
Operating Surplus,2008,State,Euro Million,2118.3
Operating Surplus,2009,State,Euro Million,1429.0
Operating Surplus,2010,State,Euro Million,1841.5
Operating Surplus,2011,State,Euro Million,2515.8
Operating Surplus,2012,State,Euro Million,2280.7
Operating Surplus,2013,State,Euro Million,2355.9
Operating Surplus,2014,State,Euro Million,2441.2
Operating Surplus,2015,State,Euro Million,2587.2
Operating Surplus,2016,State,Euro Million,2626.0
Operating Surplus,2017,State,Euro Million,3422.1
Operating Surplus,2018,State,Euro Million,2823.0
Operating Surplus,2019,State,Euro Million,2924.8
Operating Surplus,2020,State,Euro Million,3262.8
Operating Surplus,2021,State,Euro Million,3851.7
Interest less FISIM,1990,State,Euro Million,267.4
Interest less FISIM,1991,State,Euro Million,237.2
Interest less FISIM,1992,State,Euro Million,237.6
Interest less FISIM,1993,State,Euro Million,162.5
Interest less FISIM,1994,State,Euro Million,119.3
Interest less FISIM,1995,State,Euro Million,148.4
Interest less FISIM,1996,State,Euro Million,150.4
Interest less FISIM,1997,State,Euro Million,174.9
Interest less FISIM,1998,State,Euro Million,199.0
Interest less FISIM,1999,State,Euro Million,157.8
Interest less FISIM,2000,State,Euro Million,208.2
Interest less FISIM,2001,State,Euro Million,190.3
Interest less FISIM,2002,State,Euro Million,204.1
Interest less FISIM,2003,State,Euro Million,189.5
Interest less FISIM,2004,State,Euro Million,195.5
Interest less FISIM,2005,State,Euro Million,211.4
Interest less FISIM,2006,State,Euro Million,262.6
Interest less FISIM,2007,State,Euro Million,344.8
Interest less FISIM,2008,State,Euro Million,411.3
Interest less FISIM,2009,State,Euro Million,328.7
Interest less FISIM,2010,State,Euro Million,311.5
Interest less FISIM,2011,State,Euro Million,295.1
Interest less FISIM,2012,State,Euro Million,296.0
Interest less FISIM,2013,State,Euro Million,298.3
Interest less FISIM,2014,State,Euro Million,267.1
Interest less FISIM,2015,State,Euro Million,85.1
Interest less FISIM,2016,State,Euro Million,35.7
Interest less FISIM,2017,State,Euro Million,20.1
Interest less FISIM,2018,State,Euro Million,22.1
Interest less FISIM,2019,State,Euro Million,18.3
Interest less FISIM,2020,State,Euro Million,34.0
Interest less FISIM,2021,State,Euro Million,61.5
Land Rental,1990,State,Euro Million,98.8
Land Rental,1991,State,Euro Million,96.5
Land Rental,1992,State,Euro Million,99.2
Land Rental,1993,State,Euro Million,99.7
Land Rental,1994,State,Euro Million,107.5
Land Rental,1995,State,Euro Million,110.4
Land Rental,1996,State,Euro Million,133.4
Land Rental,1997,State,Euro Million,153.2
Land Rental,1998,State,Euro Million,151.6
Land Rental,1999,State,Euro Million,161.3
Land Rental,2000,State,Euro Million,184.3
Land Rental,2001,State,Euro Million,195.9
Land Rental,2002,State,Euro Million,182.3
Land Rental,2003,State,Euro Million,178.7
Land Rental,2004,State,Euro Million,171.8
Land Rental,2005,State,Euro Million,159.5
Land Rental,2006,State,Euro Million,152.8
Land Rental,2007,State,Euro Million,149.1
Land Rental,2008,State,Euro Million,153.0
Land Rental,2009,State,Euro Million,150.7
Land Rental,2010,State,Euro Million,209.3
Land Rental,2011,State,Euro Million,214.1
Land Rental,2012,State,Euro Million,214.0
Land Rental,2013,State,Euro Million,205.7
Land Rental,2014,State,Euro Million,202.1
Land Rental,2015,State,Euro Million,210.8
Land Rental,2016,State,Euro Million,237.6
Land Rental,2017,State,Euro Million,239.8
Land Rental,2018,State,Euro Million,278.5
Land Rental,2019,State,Euro Million,298.5
Land Rental,2020,State,Euro Million,320.0
Land Rental,2021,State,Euro Million,320.0
Entrepreneurial Income,1990,State,Euro Million,1577.2
Entrepreneurial Income,1991,State,Euro Million,1440.2
Entrepreneurial Income,1992,State,Euro Million,1842.6
Entrepreneurial Income,1993,State,Euro Million,1985.6
Entrepreneurial Income,1994,State,Euro Million,2051.7
Entrepreneurial Income,1995,State,Euro Million,2116.5
Entrepreneurial Income,1996,State,Euro Million,2139.5
Entrepreneurial Income,1997,State,Euro Million,1904.9
Entrepreneurial Income,1998,State,Euro Million,1878.5
Entrepreneurial Income,1999,State,Euro Million,1611.4
Entrepreneurial Income,2000,State,Euro Million,1770.7
Entrepreneurial Income,2001,State,Euro Million,1791.0
Entrepreneurial Income,2002,State,Euro Million,1638.3
Entrepreneurial Income,2003,State,Euro Million,1691.9
Entrepreneurial Income,2004,State,Euro Million,1810.1
Entrepreneurial Income,2005,State,Euro Million,2218.9
Entrepreneurial Income,2006,State,Euro Million,1770.2
Entrepreneurial Income,2007,State,Euro Million,1948.1
Entrepreneurial Income,2008,State,Euro Million,1553.9
Entrepreneurial Income,2009,State,Euro Million,949.6
Entrepreneurial Income,2010,State,Euro Million,1320.7
Entrepreneurial Income,2011,State,Euro Million,2006.6
Entrepreneurial Income,2012,State,Euro Million,1770.6
Entrepreneurial Income,2013,State,Euro Million,1851.9
Entrepreneurial Income,2014,State,Euro Million,1972.0
Entrepreneurial Income,2015,State,Euro Million,2291.4
Entrepreneurial Income,2016,State,Euro Million,2352.7
Entrepreneurial Income,2017,State,Euro Million,3162.1
Entrepreneurial Income,2018,State,Euro Million,2522.5
Entrepreneurial Income,2019,State,Euro Million,2608.1
Entrepreneurial Income,2020,State,Euro Million,2908.8
Entrepreneurial Income,2021,State,Euro Million,3470.2
